şarkı sözü;;şarkı adı
"Şebnem Ferah - Birileri Var
Sen hiç korkma
Hiç utanma
Neysen öyle ol
Sen vazgeçme
Kime küsme
Böyle masum kal
Birileri var
Birileri var
Dünyanın çivisine
Bugünün gerisine
Sahip çıkan
Birileri var
Birileri var
Masumun nefesini
Koruyan birileri var
Yeter ki hep böyle kal
Ne bugünden
Ne yarından
Ne de dünden kork
Bir varmışsın
Bir yokmuşsun
Evvel yarın ol
Hala birileri var
Birileri var
Ruhunu şerefini
Zalimin gölgesine
Satmayan
Birileri var
Birileri var
Masumun nefesini
Koruyan birileri var
Yeter ki hep böyle kal
Hala birileri var
Birileri var
Dünyanın çivisine
Bugünün gerisine
Sahip çıkan
Birileri var
Birileri var
Masumun nefesini
Koruyan birileri var
Yeter ki hep böyle kal";;Şebnem Ferah - Birileri Var
"Duman - Melankoli
Özledim seni harbiden
Aklıma da düşüverir aniden
İçince, açılınca
Bekledin, sana gelmedim
Geceleri gönlüme eğledim
Uçunca, uyuşunca
Söyledin, seni duymadım
Leylaya, Mecnunu oynadım
Sevince, sevilince
Anladım ki yanılmışım
Öylesine yılana sarılmışım
Sen ölünce, gömülünce
Özledim seni harbiden
Aklıma da düşüverir aniden
İçince, açılınca
Bekledin, sana gelmedim
Geceleri gönlüme eğledim
Uçunca, uyuşunca
Söyledin, seni duymadım
Leylaya, Mecnunu oynadım
Sevince, sevilince
Anladım ki yanılmışım
Öylesine yılana sarılmışım
Sen ölünce, gömülünce
Özledim seni harbiden
Aklıma da düşüverir aniden
İçince, açılınca";;Duman - Melankoli
"Mor ve Ötesi - Sonbahar
Birden bire ne kadar doğru konuştun benle
Birden bire sana çok kızdım
Birden bire ne kadar yanlış varsa benim
Yerden göğe haksız mı kaybeden şimdi?
Yanlış ayın delisi bir ömür terazisi
Bir nefes aldım kendime geldim ki sonbahar
Evimin önünde hüngür hüngür ağlıyor
Aynaya baktım kendime sordum, eşsiz miyim?
Ayna ağladı yalan söyleyemedi
Birden bire ne kadar doğru konuştun benle
Birden bire sana çok kızdım
Yanlış ayın delisi bir ömür terazisi
Seni buldum kayboldum
Bir nefes aldım kendime geldim ki sonbahar
Evimin önünde hüngür hüngür ağlıyor
Aynaya sordum kendime baktım, eşsiz miyim?
Ayna ağladı yalan söyleyemedi";;Mor ve Ötesi - Sonbahar
"Yüksek Sadakat - Belki Üstümüzden Bir Kuş Geçer
Gül renginde gün doğarken
Boğazdan gemiler usulca geçerken
Gel çıkalım bu şehirden
Ağaçlar gökyüzü ve toprak uyurken
Dolaşalım kumsallarda
Çılgın kalabalık artık uzaklarda
Yorulursan yaslan bana
Sarılıp uyuyalım gün batımında
Belki üstümüzden bir kuş geçer
Kanadından bir tüy düşer
İner döne döne gökyüzünden
Hiç bir yüz güzel değil senin yüzünden
Haydi kalk gidelim bu şehirden
Gün doğarken ya da güneş batarken
Belki kuşlar geçer üstümüzden
Kanatlanır senin ellerinden
Ellerinden
Gül renginde gün doğarken
Boğazdan gemiler usulca geçerken
Gel çıkalım bu şehirden
Ağaçlar gökyüzü ve toprak uyurken
Dolaşalım kumsallarda
Çılgın kalabalık artık uzaklarda
Yorulursan yaslan bana
Sarılıp uyuyalım gün batımında
Belki üstümüzden bir kuş geçer
Kanadından bir tüy düşer
İner döne döne gökyüzünden
Hiç bir yüz güzel değil senin yüzünden
Haydi kalk gidelim bu şehirden
Gün doğarken ya da güneş batarken
Belki kuşlar geçer üstümüzden
Kanatlanır senin ellerinden
Haydi kalk gidelim bu şehirden
Gün doğarken ya da güneş batarken
Belki kuşlar geçer üstümüzden
Kanatlanır senin ellerinden
Ellerinden";;Yüksek Sadakat - Belki Üstümüzden Bir Kuş Geçer
"Teoman - Gemiler
Bir an için çıksam hayatımdan
Yanık tenli omuzunda
Haykırsam maziden, uzaklardan
Şu anda yanında
Deniz rüzgara karışmış güneşte
Martı sesleri vardı, gülüşlerde
Gülüşlerde
Gülüşlerde
Sen geçerken sahilden sessizce
Gemiler kalkar yüreğimden gizlice
Sen geçerken sahilden sessizce
Gemiler kalkar yüreğimden gizlice
Bir an için çıksam hayatımdan
Yanık tenli omuzunda
Haykırsam maziden, uzaklardan
Şu anda yanında
Deniz rüzgara karışmış güneşte
Dalga sesleri vardı, gülüşlerde
Gülüşlerde
Gülüşlerde
Sen geçerken sahilden sessizce
Gemiler kalkar yüreğimden gizlice
Sen geçerken sahilden sessizce
Gemiler kalkar yüreğimden gizlice
Sen geçerken sahilden sessizce
Gemiler kalkar yüreğimden gizlice
Sen geçerken sahilden sessizce
Gemiler kalkar yüreğimden gizlice
Sen geçerken sahilden sessizce
Gemiler kalkar yüreğimden gizlice
Sen geçerken sahilden sessizce
Gemiler kalkar yüreğimden gizlice
Sen geçerken sahilden sessizce
Gemiler kalkar yüreğimden gizlice";;Teoman - Gemiler
"Pinhani - Dünyadan Uzak
Bir yol var ama her yerde tuzak
Bir yol daha var, dönmek de yasak
Deryaya yakın, dünyadan uzak
Deryaya yakın, dünyadan uzak
Gel vazgeçelim hiç zorlamadan
Sen aklı selim, ben yorgun adam
Bir yer bulalım, dünyadan uzak
Bir yer bulalım, dünyadan uzak
Yine gözümüz yükseklerde
Hayat geçiyor perde perde
Doydum artık bana müsaade
Bir yer bulalım, dünyadan uzak
Yine gözümüz yükseklerde
Hayat geçiyor perde perde
Doydum artık bana müsaade
Bir yer bulalım, dünyadan uzak
Bir yol var ama her yerde tuzak
Bir yol daha var, dönmek de yasak
Deryaya yakın, dünyadan uzak
Deryaya yakın, dünyadan uzak
Yine gözümüz yükseklerde
Hayat geçiyor perde perde
Doydum artık bana müsaade
Bir yer bulalım, dünyadan uzak
Yapamadığım birçok şey var
Hem tatminsizim, hem günahkar
Sen beni bu şehirden kurtar
Bir yer bulalım, dünyadan uzak
Yine gözümüz yükseklerde
Hayat geçiyor perde perde
Doydum artık bana müsaade
Bir yer bulalım, dünyadan uzak
Bir yer bulalım, dünyadan uzak";;Pinhani - Dünyadan Uzak
"
Duman - Her Şeyi Yak
Beni yak kendini yak, her şeyi yak
Bir kıvılcım yeter, ben hazırım bak
İster öp okşa, istersen öldür
Aşk için ölmeli, aşk o zaman aşk
Aşk için ölmeli, aşk o zaman aşk
Seni içime çektim bir nefeste
Yüreğim tutuklu, göğsüm kafeste
Yanacağız ikimiz de ateşte
Bir kıvılcım yeter, hazırım bak
Aşk için ölmeli, aşk o zaman aşk
Allah'ım, Allah'ım
Ateşlere yürüyorum
Allah'ım acı ile
Aşk ile büyüyorum
Beni yor hasretinle, sevginle yor
Sevgisizlik ayrılıktan daha zor
Dilediğin kadar acıt canımı
Varlığın da, yokluğun da yetmiyor
Varlığın da, yokluğun da yetmiyor
Allah'ım, Allah'ım
Ateşlere yürüyorum
Allah'ım, acı ile
Aşk ile büyüyorum
Beni yak kendini yak, her şeyi yak
Bir kıvılcım yeter, ben hazırım bak
İster öp okşa, istersen öldür
Aşk için ölmeli, aşk o zaman aşk
Aşk için ölmeli, aşk o zaman aşk
Seni içime çektim bir nefeste
Yüreğim tutuklu, göğsüm kafeste
Yanacağız ikimiz de ateşte
Bir kıvılcım yeter, hazırım bak
Aşk için ölmeli, aşk o zaman aşk
Beni yak kendini yak, her şeyi yak
Bir kıvılcım yeter, ben hazırım bak
İster öp okşa, istersen öldür
Aşk için ölmeli, aşk o zaman aşk
Aşk için ölmeli, aşk o zaman aşk
Seni içime çektim bir nefeste";;Duman - Her Şeyi Yak
"
Pinhani - Beni Sen İnandır
Çizdim kendi aklımca
Hayatın resmini
Bi' şey bilmezdim aslında
Karıştırdım tüm renkleri
Hata yaptım tabii
Herkes başka bir şeyden
Kaçırmış kendini
Bazen yaşlı gözlerle
Kabullenmiş gerçekleri
Bazen memnun gibi
Artık çok uzaklaştım
En çok da kendimden
Evden, senden
Göçmen kuşlar gibi
Çok geç kaldığım hâlde
Solmuş resimlerde
Kaç yıl geçmiş
Hâlâ güzel durur
Küçükken çok inanmıştım
Eğer çok istersen
Her şey mümkün
İnanmak zor değil
Hikâyem senle başlardı
Senle devam etsin
Beni seni inandır
Çizdim kendi aklımca
Hayatın resmini
Bi' şey bilmezdim aslında
Karıştırdım tüm renkleri
Hata yaptım tabii
Herkes başka bir şeyden
Kaçırmış kendini
Bazen yaşlı gözlerle
Kabullenmiş gerçekleri
Bazen memnun gibi
Artık çok uzaklaştım
En çok da kendimden
Evden, senden
Göçmen kuşlar gibi
Çok geç kaldığım hâlde
Solmuş resimlerde
Kaç yıl geçmiş
Hâlâ güzel durur
Küçükken çok inanmıştım
Eğer çok istersen
Her şey mümkün
İnanmak zor değil
Hikâyem senle başlardı
Senle devam etsin
Beni seni inandır
Beni sen inandır
Beni sen inandır
Beni sen inandır";;Pinhani - Beni Sen İnandır
"Şebnem Ferah - Gel Ey Seher
O gözler kimi her teraf qara
Bu yollar seni aparır hara
Yenə bu səhər günəş nur yerə əyilər
Bir təzə nağıl başlar dünya
Oyan, ey günəş, oyan!
Al-əlvan boya, yoxsa bu dəniz uçar
Bir zülmət gecə dəniz qaçar
Gel ey seher, gel ey seher
Es deli külek, bu günü apar
O öten ömrü yeniden qaytar
Yenə bu səhər günəş nur yerə əyilər
Bir təzə nağıl başlar dünya
Oyan, ey günəş, oyan!
Al-əlvan boya, yoxsa bu dəniz uçar
Bir zülmət gecə dəniz qaçar
Gel ey seher, gel ey seher
Al-əlvan boya, yoxsa bu dəniz uçar
Bir zülmət gecə dəniz qaçar
Gel ey seher, gel ey seher";;Şebnem Ferah - Gel Ey Seher
"Duman - Aman Aman
Nereye gider başını alıp sorarsın
Kim bilir durmadan nasıl susarsın
Bilmeden boşuna atıp tutarsın
Su gibi akıp geçer zaman
Gezdin, tozdun aman aman aman
Sazdın, sözdün aman aman aman
Giderek üzdün bizi zaman
Giderek üzdün bizi zaman
Yazdın, çizdin aman aman aman
İncecik izdin aman aman aman
Sıraya dizdin bizi zaman
Sıraya dizdin bizi zaman
Hep kaçıp yeni bir adım atarken
Dibine kadar çileye batıp çıkarken
İçine atıp atıp yoluna basıp giderken
Su gibi akıp geçer zaman
Gezdin, tozdun aman aman aman
Sazdın, sözdün aman aman aman
Giderek üzdün bizi zaman
Giderek üzdün bizi zaman
Yazdın, çizdin aman aman aman
İncecik izdin aman aman aman
Sıraya dizdin bizi zaman
Sıraya dizdin bizi zaman
Gezdin, tozdun aman aman aman
Sazdın, sözdün aman aman aman
Giderek üzdün bizi zaman
Giderek üzdün bizi zaman
Sıraya dizdin bizi zaman
Sıraya dizdin bizi zaman
Giderek üzdün bizi zaman
Giderek üzdün bizi zaman
Sıraya dizdin bizi zaman
Sıraya dizdin bizi zaman";;Duman - Aman Aman
"
Mor ve Ötesi - Daha Mutlu Olamam
Güne kahveyle başladım
Ağzım kuru zihnim açık
Beyaz camda görüntüler
Hepsi o kadar dürüst ki

Hayatımdan çok memnunum
Aşk bitti aşk aptallıktı
Bir de sigarayı bıraksam
Kimse tutamaz beni artık
Küçük şeyler sevindirir ruhumu
Hayal bile edemezdim ben bunu

Daha mutlu olamam
Daha mutlu olamam

Yağmurlu bir akşamüstü
Radyo açık, köprüdeydim
Derken bir anda farkettim
Başka bir hayat yok ki

Durdum sustum gülümsedim
Gözümü açtım ben değiştim
Kızdınız, siz haklıydınız
Artik size gerek yok
Küçük şeyler sevindirir ruhumu
Hayal bile edemezdim ben bunu

Daha mutlu olamam
Daha mutlu olamam
Daha mutlu olamam (bu akşam)
Daha mutlu olamam

Daha mutlu olamam (bu akşam)
Daha mutlu olamam (bu akşam)
Daha mutlu olamam (bu akşam)
Daha mutlu olamam

Daha mutlu olamam
Daha mutlu olamam
Bu akşam";;Mor ve Ötesi - Daha Mutlu Olamam
"Mor ve Ötesi- Oyunbozan

Kanun mu bu yalnızlık?
İçindeki yabancı
El üstünde dururken kuyuya düşen

Alnımda yazanlar mı?
Aklımda kalanlar mı?
Oyunbozan mı haklı biri söylese

Bak dinledim seni dokunmadım sana
Dokunmadım kalan rüyalara
Zarar ziyan döküldü ortaya
Ölüm kadar rahatmış ayrılık

Ufak tefek birkaç sorun mu var?
Geçer, geçer zaman şu an yalan
Nedir ki bak silindi hafızam
Hayat kadar yalanmış ayrılık

Alnımda yazanlar mı
Aklımda kalanlar mı
Oyunbozan mı haklı biri söylese

Bak dinledim seni dokunmadım sana
Dokunmadım kalan rüyalara
Zarar ziyan döküldü ortaya
Ölüm kadar rahatmış ayrılık

Ufak tefek birkaç sorun mu var?
Geçer, geçer zaman şu an yalan
Nedir ki bak silindi bak hafızam
Hayat kadar yalanmış ayrılık

La-la-la, la
La-la-la, la
La-la-la, la
La-la-la, la

Bak dinledim seni dokunmadım sana
Dokunmadım kalan rüyalara
Zarar ziyan döküldü ortaya
Ölüm kadar rahatmış ayrılık

Ufak tefek birkaç sorun mu var?
Geçer, geçer zaman şu an yalan
Nedir ki bak silindi bak hafızam
Hayat kadar yalanmış ayrılık

Yalanmış ayrılık
Yalanmış ayrılık";;Mor ve Ötesi- Oyunbozan
"maNga - Hani Biz?
Hani biz mecazi aşkların buruk özlemiydik
Hani biz her gün ilk kez gibi sevişirdik
Şimdi sabahları neden bir tek kelime bile etmez olduk
Işıklar söndüğü zaman sırtımızı dönüp uyur olduk
İstersen ağla, istersen bağır
Döndürebilsek bile zamanı geriye
Aşk bitmiş be aşk, pas tutmuş ağızlar
Yarınsız dünlerle nereye kadar
Hani biz hiç kimseye öyle benzemezdik
Hani biz hiçbir şeyi bizden gizlemezdik
Şimdi herkes kadar kolay bir bir yalanları süsler olduk
Çırılçıplak yan yana küsmez barışmaz olduk
İstersen ağla istersen bağır
Döndürebilsek bile zamanı geriye
Aşk bitmiş be aşk, pas tutmuş ağızlar
Yarınsız dünlerle nereye kadar
İstersen ağla istersen bağır
Döndürebilsek bile zamanı geriye
Aşk bitmiş be aşk, pas tutmuş ağızlar
Yarınsız dünlerle nereye kadar
İstersen ağla, istersen bağır
Döndürebilsek bile zamanı geriye
Aşk bitmiş be aşk, pas tutmuş ağızlar
Yarınsız dünlerle nereye kadar";;maNga - Hani Biz?
"Duman - Yürek
Varamadım, doyamadım, kokusuna tadına
Adım adım, kovaladım, bulamadım izini
Salınarak, gezinerek, beni deli ediyor
Ölene dek, mezara dek, yüreğimi yakıyor
Aman Allah
Ölene dek, mezara dek, yüreğim yanıyor
Bu ne kaçış, bu ne gidiş, öyle delice bir aşk
Varılmaz, dönülemez, gel benimle dolaş
Aman Allah
Ölene dek, mezara dek, gel benimle dolaş
Ah, kimin için atıyor bu yürek?
Söyle kimin için atıyor bu yürek?
Ne yapıp ediyor, sevdiğini üzüyor, aklımız ermez
Aman Allah
Naz mı ediyor gözlerimi süzüyor?
Ah geri gelmez
Alışamam, değişemem, gelemedim oyuna
Uzanırım, erişemem, tutamadım elini
Deli gönül, dayanamaz, bildiğini okuyor
Sevilemez, sarılamaz, yine seni arıyor
Aman Allah
Ölene dek, mezara dek, yine seni arıyor
Ah, kimin için atıyor bu yürek?
Söyle kimin için atıyor bu yürek?
Ne yapıp ediyor, sevdiğini üzüyor, aklımız ermez
Aman Allah
Naz mı ediyor gözlerimi süzüyor?
Ah geri gelmez
Ah, kimin için atıyor bu yürek?
Söyle kimin için atıyor bu yürek?
Ne yapıp ediyor, sevdiğini üzüyor, aklımız ermez
Aman Allah
Naz mı ediyor gözlerimi süzüyor?
Ah geri gelmez
Ne yapıp ediyor, sevdiğini üzüyor, aklımız ermez
Aman Allah
Naz mı ediyor gözlerimi süzüyor?
Ah geri gelmez";;Duman - Yürek
"Teoman - Çoban Yıldızı 
Yüzme bilmeden daha, deniz görmeden
Hiç güneşte yanmadan
Şimdi ölmek istemem bir kalbi sarmadan
Aşkı tatmadan daha, onla sarhoş olmadan
Hiç sevişmeden daha
Şimdi ölmek istemem, daha hiç gülmeden
Çoban yıldızı
Sen benle kal, la, la-la-la
Çoban yıldızı
Hep benle kal, la, la-la-la
Zamanın varsa
Ben hiç kimsem olmadan
Tepeden tırnağa ona hiç sarılmadan
Şimdi ölmek istemem kalbine dokunmadan
Hadi al götür beni, hâlâ benimmişler gibi
Evime, yurduma
Taze meyve tatları yağmurlarında
Çoban yıldızı
Sen benle kal, la, la-la-la
Çoban yıldızı
Zamanın varsa, la, la-la-la
Biraz daha";;Teoman - Çoban Yıldızı 
"Athena - Bırak Gitsin
Artık çok geç imkansız dönemem
Konuşmuyor şimdi kalbimin sesi
Bakışların heyecansız kaçar olmuş
Ah, gitmişler söylemeden
Geçilmiyor köprüler yıkık dökük
Kalmışız ayrı ayrı taraflarda
Farketmedik savaşırken yaralandık
Ah, silinmişler istemeden
Bırak gitsin içinde tutma
Dargın mısın bana hala?
N'olur yapma
Bırak gitsin kalbinde tutma
Anla biraz artık beni
Yarım kalan bir şeyler yok ardında
Biten bitmiş aramızda uçurumlar
Ah, yavaş yavaş anlatırlar
Bırak gitsin içinde tutma
Dargın mısın bana hala?
N'olur yapma
Bırak gitsin kalbinde tutma
Cevapsızım ne yapsa, aldırmıyor sonunda
İnan ki kalmadı içimdeki rüya";;Athena - Bırak Gitsin
"Pinhani - Olacak O Kadar
Teoman - Bana Öyle Bakma
bana öyle bakma
anlayacaklar

ikimize karşı bu dünya
bizi anlamayacaklar

bana öyle yaklaşma
bana öyle dokunma

ikimize karşı bu dünya
bizi anlamayacaklar

bu hayat da bizi böyle
yakamızdan tutacaksa
hadi böyle yaşa
derken kalbimize sormuş mu ?

benle böyle konuşma
kapıları kapatma

ikimize karşı bu dünya
bizi anlamayacaklar

beni aşkla aldatma
gerçeklere kapatma

böyle kırık da bakma
beni daha da ağlatma

bu hayat da bizi böyle
yakamızdan tutacaksa
hadi böyle yaşa
derken kalbimize sormuş mu ?

bana öyle bakma
anlayacaklar

ikimize karşı bu dünya
bizi anlamayacaklar";;Pinhani - Olacak O Kadar
"Şebnem Ferah - Perdeler
Bir yanımda dopdolu yaşanmış sayfalar
Bir yanımda üst üste okunmamış kitaplar
Dünüm yarınım hep burda küçüçük odamda
Susadım yoruldum ama aklım hayatta
Bir yanda yorgun düşmüş yaşlanmış insanlar
Bir yanımda ümitle aşkla uyananlar
Dünyanın her hali burda dağınık odamda
Çok düştüm yaralandım ama sarıldım hayata
Ardımda büyük büyük kocaman ağır yükler
Her yerimden çektiler beni beklettiler
Dinlendim su içtim aktı dudaklarımdan
Her gün güneş doğar yeter ki açık olsun perdeler
Bir yanımda durmadan çalışan saatler
Bir yanda ağır ağır dipten gelen sesler
Düşündüm buldum sandığım yüzyıllık gerçekler
Hepsiyle giyindim durdum bazen büyük geldiler
Bir yanda hiç susmadan konuşan dudaklar
Bir yanda küsüp susmuş sessiz akıllar
Dibe vurduysak ne olmuş elbet çıkarız
Bir gün var bir gün yokuz kiralıkmış hayatlar
Ardımda büyük büyük kocaman ağır yükler
Her yerimden çektiler beni beklettiler
Dinlendim su içtim aktı dudaklarımdan
Her gün güneş doğar yeter ki açık olsun perdeler
Ardımda büyük büyük kocaman ağır yükler
Her yerimden çektiler beni beklettiler
Dinlendim su içtim aktı dudaklarımdan
Her gün güneş doğar yeter ki açık olsun perdeler";;Şebnem Ferah - Perdeler
"Mor ve Ötesi -Gece
Bıktım artık susmaktan
Bunca yıl seninle geçti
Bir çift lafa muhtacız
İki yabancı gibi

Saat gece üç olmuş
Kapında ben
Ben yokum sanki
Şimdi gerçeği söyle
Sonra yap istediğini
Sonra yap istediğini

Yeter artık
Hiçbir şey eskisi gibi değil
Yeter artık
Aslında sen hiç sevmedin

Yoruldum suçlanmaktan
Yanında hiç olmadım sanki
Yüzün herşeyi söylerdi
Ama bakmıyor şimdi

Bıktım artık susmaktan
Bunca yıl seninle geçti
Şimdi gerçeği söyle
Sonra yap istediğini

Zaman geçer büyürüz
Sertleşir dünya

Yeter artık
Hiçbir şey eskisi gibi değil
Yeter artık
Aslında sen hiç sevmedin

Yeter artık
Hiçbir şey eskisi gibi değil
Yeter artık
Aslında sen hiç sevmedin

Yeter artık
Hiçbir şey eskisi gibi değil
Yeter artık
Aslında sen hiç sevmedin

Yeter artık
Hiçbir şey eskisi gibi değil
Yeter artık
Aslında sen hiç sevmedin

Yeter artık
Yeter artık";;Mor ve Ötesi -Gece
"
Teoman - Güzel Bir Gün
Suç yok, suçlu yok
Hayat böyle anladım
Aşk yok, artık yok
Ama zamanla alıştım
Senle ben hep böyle kalacağız
Gitgide eriyip yok olacağız
Yavaş yavaş
Sorma neden niçin
Her şey yalnızlıktan
Bak bak bak bak güzel bir gün ölmek için
Sorma neden niçin
Her şey yalnızlıktan
Bak bak bak bak güzel bir gün ölmek için
Düş yok, gerçek yok
Bak sonunda anladım
Yaz yok, kış yok
Artık zamanı karıştırdım
Senle ben hep böyle kalacağız
Gitgide eriyip yok olacağız
Yavaş yavaş
Sorma neden niçin
Her şey yalnızlıktan
Bak bak bak bak güzel bir gün ölmek için
Sorma neden niçin
Her şey yalnızlıktan
Bak bak bak bak güzel bir gün ölmek için
Senle ben hep böyle kalacağız
Gitgide eriyip yok olacağız
Yavaş yavaş
Sorma neden niçin
Her şey yalnızlıktan
Bak bak bak bak güzel bir gün ölmek için
Sorma neden niçin
Her şey yalnızlıktan
Bak bak bak bak güzel bir gün ölmek için
Sorma neden niçin
Her şey yalnızlıktan
Bak bak bak bak güzel bir gün ölmek için
Sorma neden niçin
Her şey yalnızlıktan
Bak bak bak bak güzel bir gün ölmek için";;Teoman - Güzel Bir Gün
