baslik,sarki_sozu
Açıverin Şu Ravzayı Göz Nurumuz Var,"Açıverin şu Ravza’yı göz nurumuz var
Yarın bizi kurtaracak Ahmed’imiz var
Açıverin şu Ravza’yı göz nurumuz var
Yarın bizi kurtaracak Ahmed’imiz var
 
Çıktım şu dağlara Habibim dedim
Çıktım şu dağlara Habibim dedim
Ol Ulu Mevla’ya Allah arzu hal verdim
Ol Ulu Mevla’ya Allah arzu hal verdim
Şükür olsun Mevla’ya murada erdim
Şükür olsun Mevla’ya murada erdim
 
Açıverin şu Ravza’yı göz nurumuz var
Yarın bizi kurtaracak Ahmed’imiz var
Açıverin şu Ravza’yı göz nurumuz var
Yarın bizi kurtaracak Ahmed’imiz var
 
Ravza’ya bakmaya canlar mı doyar
Ravza’ya bakmaya canlar mı doyar
Aşkına düşenler Allah böyle mi yanar
Aşkına düşenler Allah böyle mi yanar
Ebu Bekir, Ömer, Osman, Ali var
Ebu Bekir, Ömer, Osman, Ali var
 
Açıverin şu Ravza’yı göz nurumuz var
Yarın bizi kurtaracak Ahmed’imiz var
Açıverin şu Ravza’yı göz nurumuz var
Yarın bizi kurtaracak Ahmed’imiz var
 
Medine etrafı sıralı dağlar
Medine etrafı sıralı dağlar
Hasreti yüreğimde gözlerim bağlar
Hasreti yüreğimde gözlerim bağlar
Ravza’nın hasreti bağrım dağlar
Ravza’nın hasreti ciğerim dağlar
 
Açıverin şu Ravza’yı göz nurumuz var
Yarın bizi kurtaracak Ahmed’imiz var
Açıverin şu Ravza’yı göz nurumuz var
Yarın bizi kurtaracak Ahmed’imiz var"
18 Bin Aleme Server Olan Muhammed,"On sekiz bin aleme server olan Muhammed
Otuz üç bin ashaba serdar olan Muhammed
Yokluğa, yoksulluğa kanaat eden Muhammed
Asi olan ümmete şefaat eden Muhammed
 
Ya Rasulu Kibriya essalatü vesselam
Ya Habibi Kibriya essalatü vesselam
Ya Rasulu Kibriya essalatü vesselam
Ya Habibi Kibriya essalatü vesselam
 
Seher vakti uyumaz tilavetli Muhammed
Garip ile yetime mürüvvetli Muhammed
Yoldan çıkmış olana hidayetli Muhammed
Darda kalan ruhlara kifayetli Muhammed
 
Ya Rasulu Kibriya essalatü vesselam
Ya Habibi Kibriya essalatü vesselam
Ya Rasulu Kibriya essalatü vesselam
Ya Habibi Kibriya essalatü vesselam
 
Allah’ın sevgilisi ibadetli Muhammed
Tespihiyle gönülden riyazetli Muhammed
Şeytana, şeytanlara siyasetli Muhammed
Yüce Hakk’ın yolunda hakikatli Muhammed
 
Ya Rasulu Kibriya essalatü vesselam
Ya Habibi Kibriya essalatü vesselam
Ya Rasulu Kibriya essalatü vesselam
Ya Habibi Kibriya essalatü vesselam
 
Arş u kürsi pazarı inayetli Muhammed
Sekiz cennet sahibi velayetli Muhammed
Miskin Ahmet kuluna kitabetli Muhammed
Yetim, fakir, garibe sehavetli Muhammed
 
Ya Rasulu Kibriya essalatü vesselam
Ya Habibi Kibriya essalatü vesselam
Ya Rasulu Kibriya essalatü vesselam
Ya Habibi Kibriya essalatü vesselam"
Bu Aklı Fikir İle Mevla Bulunmaz,"Bu aklı fikriyle
Mevla bulunmaz
Bu ne yaredir ki
Merhem bulunmaz
 
Bu aklı fikriyle
Mevla bulunmaz
Bu ne yaredir ki
Merhem bulunmaz
 
Ya Allah Ya Allah
Allah Allah Allah
Ya Allah Hu Allah
Rahim Allah Allah
Yaaa Allah
 
Aşkın pazarında
canlar satılır
Satarım canımı
alan bulunmaz
 
Aşkın pazarında
canlar satılır
Satarım canımı
alan bulunmaz
 
Ya Allah Ya Allah
Allah Allah Allah
Ya Allah Hu Allah
Rahman Allah Allah
Yaaa Allah
 
Medet Ya Sahibel İmdat
Yusuf gibi caha düştüm
Yakup gibi ağlayıp taşıp
Aşkını başımdan aşıp
Mest olayım
Aşkı Mevlam senin
 
Yunus öldü deyü
Sela verirler
Ölen hayvan imiş
Aşıklar ölmez
 
Yunus öldü deyü
Sela verirler
Ölen hayvan imiş
Aşıklar ölmez
 
Ya Allah Ya Allah
Allah Allah Allah
Ya Allah Hu Allah
Kerim Allah Allah
Yaaa Allah"
Ben Sana Aşık,"Yaralı gönlümün hali bilinmez
Günden güne artar derdi eksilmez
Senden uzaklarda bu acı dinmez
Senden uzaklarda bu acı dinmez
Gönül sana hasret ben sana aşık
Canlar sana hasret ben sana aşık
Kullar sana hasret ben sana aşık
Güller sana hasret ben sana aşık
 
Sevda çeker cümle çiçekler, güller
Hep seni anlatır sevdalı diller
Ne varsa cihanda sevdanı ister
Canlar sana hasret ben sana aşık
Kullar sana hasret ben sana aşık
Güller sana hasret ben sana aşık
 
Özleminle Yanıp Mecnuna Dönen
Cananı Terkedip Canından Geçen
Niyaz Edip Hakka Elini Veren
Niyaz Edip Hakka Elini Veren
Kullar sana hasret ben sana aşık
Canlar sana hasret ben sana aşık
Güller sana hasret ben sana aşık
Canlar sana hasret ben sana aşık
 
Sevda çeker cümle çiçekler, güller
Hep seni anlatır sevdalı diller
Ne varsa cihanda sevdanı ister
Canlar sana hasret ben sana aşık
Kullar sana hasret ben sana aşık
Güller sana hasret ben sana aşık
 
Kısmi alemlere rahmet yazılan
Hürmetine cihanlar yaratılan
Seher vahti gonca gonca açılan
Seher vahti gonca gonca açılan
Güller Sana Hasret Ben Sana Aşık
Canlar sana hasret ben sana aşık
Kullar sana hasret ben sana aşık
Canlar sana hasret ben sana aşık
 
Sevda çeker cümle çiçekler, güller
Hep seni anlatır sevdalı diller
Ne varsa cihanda sevdanı ister
Canlar sana hasret ben sana aşık
Kullar sana hasret ben sana aşık
Güller sana hasret ben sana aşık
 
Ben sana aşık…"
Bismillah Çıktık Yola,"Bismillah çıktık yola
Yüreğim iman dola
Allahtan niyazımız
Haccımız kabul ola
 
Geçtik uzun yolları
Büyük kumlu çölleri
Yarab kapına getir
Şu günahkar kulları
 
Kıldık makamda namaz
Görmeyen hiç anlamaz
Zemzem suyundan içtik
Daha yürek kanamaz
 
Yağan nuru hudaya
Merve ile 
(bilgi yelpazesi.net)  safaya
Salatu selam olsun
Muhammed Mustafa’ya"
Medine Aşkıyla,"Medine aşkıyla gözümden yaşlar
Kalbimde tarifsiz büyük acılar
Bana cennet kokar bastığı taşlar
Gitmek istiyorum ben Medine’ye
Bana cennet kokar bastığı taşlar
Gitmek istiyorum ben Medine’ye
 
Şu dünyadan bir gün göçüp gitmeden
Serapta kalmışım yanıyor beden
Kabul etsin Allah gidem tez elden
Gitmek istiyorum ben Medine’ye
Kabul etsin Allah gidem tez elden
Gitmek istiyorum ben Medine’ye
 
Gönlümün sultanı canımın canı
Hep orda geçti bütün yılları
Görmek istiyorum bastığı toprağı
Gitmek istiyorum ben Medine’ye
Görmek istiyorum bastığı toprağı
Gitmek istiyorum ben Medine’ye
 
Şu dünyadan bir gün göçüp gitmeden
Serapta kalmışım yanıyor beden
Kabul etsin Allah gidem tez elden
Gitmek istiyorum ben Medine’ye
Kabul etsin Allah gidem tez elden
Gitmek istiyorum ben Medine’ye
 
Her sene gidiyor bütün hacılar
Onların gidişi beni kamçılar
Bu gönül gitmezse olur tarumar
Gitmek istiyorum ben Medine’ye
Bu gönül gitmezse olur tarumar
Gitmek istiyorum ben Medine’ye
 
Şu dünyadan bir gün göçüp gitmeden
Serapta kalmışım yanıyor beden
Kabul etsin Allah gidem tez elden
Gitmek istiyorum ben Medine’ye
Kabul etsin Allah gidem tez elden
Gitmek istiyorum ben Medine’ye
 
Sonsuzluk ışığı sevgili orda
Gözümün gönlümün güneşi orda
Gitmezsem oraya gönlüm hep darda
Gitmek istiyorum ben Medine’ye
Gitmezsem oraya gönlüm hep darda
Gitmek istiyorum ben Medine’ye
 
Şu dünyadan bir gün göçüp gitmeden
Serapta kalmışım yanıyor beden
Kabul etsin Allah gidem tez elden
Gitmek istiyorum ben Medine’ye
Kabul etsin Allah gidem tez elden
Gitmek istiyorum ben Medine’ye
 
Şu dünyadan bir gün göçüp gitmeden
Serapta kalmışım yanıyor beden
Kabul etsin Allah gidem tez elden
Gitmek istiyorum ben Medine’ye
Kabul etsin Allah gidem tez elden
Gitmek istiyorum ben Medine’ye"
Seydam Seni Çok Özledim,"Sevdim seni dillerdeyim
Uzak gurbet illerdeyim
Sevdim seni dillerdeyim
Uzak gurbet illerdeyim
 
Veysel gibi çöllerdeyim
Seydam seni çok özledim
Veysel gibi çöllerdeyim
Seydam seni çok özledim
 
Dilimdesin hece hece
Gönül sır bir bilmece
Düşümde gördüm dün gece
Seydam seni çok özledim
 
Uzaklarda derdim çoktur
Hasretin kalbime oktur
Uzaklarda derdim çoktur
Hasretin kalbime oktur
 
Çare bulamıyor doktor
Seydam seni çok özledim
Çare bulamıyor doktor
Seydam seni çok özledim
 
Dilimdesin hece hece
Gönül sır bir bilmece
Düşümde gördüm dün gece
Seydam seni çok özledim
 
Kalbimde savrulur harman
Gönül dinlemiyor ferman
Kalbimde savrulur harman
Gönül dinlemiyor ferman
 
Bakışların derde derman
Seydam seni çok özledim
Bakışların derde derman
Seydam seni çok özledim
 
Dilimdesin hece hece
Gönül sır bir bilmece
Düşümde gördüm dün gece
Seydam seni çok özledim
 
Entarin topuğun döver
Melekler hep seni över
Entarin topuğun döver
Melekler hep seni över
 
Cemalin görenler sever
Seydam seni çok özledim
Cemalin görenler sever
Seydam seni çok özledim
 
Dilimdesin hece hece
Gönül sır bir bilmece
Düşümde gördüm dün gece
Seydam seni çok özledim
Seydam seni çok özledim"
Erenlerin Halveti,"Gönülleri doldurur erenlerin halveti,
Ölüleri diriltir erenlerin halveti.
 
Yaka yaka kül eder, her dikeni gül eder.
Hakk’dan yana yol eder erenlerin halveti.
 
Sıdk ile giren kişi, âh u zâr olur işi,
Gözden akıtır yaşı erenlerin halveti.
 
Tuygurur ol illeri tiz geçirürbilleri,
Yakın eder yolları erenlerin halveti.
 
İçine bir od salar nefsin sıfâtın yakar,
Canın gözünü açar erenlerin halveti.
 
Seni sana bildirir, ağlar iken güldürür,
İrfan ile doldurur erenlerin halveti.
 
Niyâzî sen var yürü sanma anı zâhiri,
İçrüden içeri erenlerin halveti.
 
Gönülleri doldurur erenlerin halveti,
Ölüleri diriltir erenlerin halveti."
Olunmuyor Muhammedsiz,"Açan çiçeklere meyve
Verilmiyor Muhammedsiz
Açan çiçeklere meyve
Verilmiyor Muhammedsiz
Haktan gelen derde derman
Olunmuyor Muhammedsiz
Haktan gelen derde derman
Olunmuyor Muhammedsiz
 
Çok meşgul ol Kuran ile
Seherlerde virad ile
Çok meşgul ol Kuran ile
Seherlerde virad ile
Son nefeste iman ile
Ölünmüyor Muhammedsiz
Son nefeste iman ile
Ölünmüyor Muhammedsiz
 
Uzak cennetin yolları
Girer mutlaki kulları
Cennette tuba dalları
Salınmıyor Muhammedsiz
Cennette tuba dalları
Salınmıyor Muhammedsiz
 
Son ikramdır cemalullah
Ağlayanlar görür vallah.
Çünkü böyle diyor Allah
Görülmüyor Muhammedsiz.
Çünkü böyle diyor Allah
Görülmüyor Muhammedsiz.
Çünkü böyle diyor Allah
Görülmüyor Muhammedsiz.
Çünkü böyle diyor Allah
Görülmüyor Muhammedsiz."
Demedim Mi Ölüm Vardır,"Bak sıra geldi sana da
Nasibin bitti dünyada
Can vermek acı olsa da
Azrail alır canını
Can vermek acı olsa da
Azrail alır canını
 
Demedim mi ölüm vardır
Akibet yerin mezardır
Mekanın ya gül bahçesi
Ya da cehennemi narıdır
Mekanın ya gül bahçesi
Ya da cehennemi narıdır
 
Anlın vurmadı secdeye
Namaz kılmadı ne diye
Hazır mısın can vermeye
Azrail alır canını
Hazır mısın can vermeye
Azrail alır canını
 
Demedim mi ölüm vardır
Akibet yerin mezardır
Mekanın ya gül bahçesi
Ya da cehennemi narıdır
Mekanın ya gül bahçesi
Ya da cehennemi narıdır
 
Allah baki dünya yalan
Var mıdır ebedi kalan
Malın mülkün hepsi talan
Azrail alır canını
Malın mülkün hepsi talan
Azrail alır canını
 
Demedim mi ölüm vardır
Akibet yerin mezardır
Mekanın ya gül bahçesi
Ya da cehennemi narıdır
Mekanın ya gül bahçesi
Ya da cehennemi narıdır"
Allah Allah Dedikçe,"Gelin Allah diyelim,
Kalpten pası silelim,
Alemler seyredelim,
Allah Allah dedikçe.
 
Nerde tevhid çekilir,
Melekler saf saf gelir,
Hepsi tekbir getirir,
Allah Allah dedikçe.
 
Zikri Hakka başlandı,
İsm-i Celal hızlandı,
Arş-ı A’la sallandı,
Allah Allah dedikçe.
 
Gönüller şadan olur
Kaygudan azad olur,
Can mülkü abad olur
Allah Allah dedikçe.
 
Gafil olma Naci ya!
Hakkı zikret daima,
Seni zikreder Hüda,
Allah Allah dedikçe."
Seherde Açan Güller,"Seherde ötüşen kuşlar
Bilmem ne diyor ne diyor
Seherde ötüşen kuşlar
Bilmem ne diyor ne diyor
 
Gözlerinden akan yaşlar
Bilmem ne diyor ne diyor
Gözlerinden akan yaşlar
Bilmem ne diyor ne diyor
 
Seherde açan güller
Gül için öten bülbüller
Seherde açan güller
Gül için öten bülbüller
 
Hak ismini anan diller
Bilmem ne diyor ne diyor
Hak ismini anan diller
Bilmem ne diyor ne diyor
 
Seherde açan yaprak
Kimi giyer kimi çıplak
Seherde açan yaprak
Kimi giyer kimi çıplak
 
İhraç eder kara toprak
Bilmem ne diyor ne diyor
İhraç eder kara toprak
Bilmem ne diyor ne diyor
 
Seherde açan güller
Gül için öten bülbüller
Seherde açan güller
Gül için öten bülbüller
 
Hak ismini anan diller
Bilmem ne diyor ne diyor
Hak ismini anan diller
Bilmem ne diyor ne diyor
 
Bir münadi nida eder
Taksim olur gamu keder
Bir münadi nida eder
Taksim olur gamu keder
 
Herkes korku ile gider
Bilmem ne diyor ne diyor
Herkes korku ile gider
Bilmem ne diyor ne diyor
 
Seherde açan güller
Gül için öten bülbüller
Seherde açan güller
Gül için öten bülbüller
 
Hak ismini anan diller
Bilmem ne diyor ne diyor
Hak ismini anan diller
Bilmem ne diyor ne diyor
 
Devrani der yoktur asam
Dizim tutmaz ona basam
Devrani der yoktur asam
Dizim tutmaz ona basam
 
Konuşulur türlü lisan
Bilmem ne diyor ne diyor
Konuşulur türlü lisan
Bilmem ne diyor ne diyor
 
Seherde açan güller
Gül için öten bülbüller
Seherde açan güller
Gül için öten bülbüller
 
Hak ismini anan diller
Bilmem ne diyor ne diyor
Hak ismini anan diller
Bilmem ne diyor ne diyor
 
Seherde açan güller
Gül için öten bülbüller
Seherde açan güller
Gül için öten bülbüller
 
Hak ismini anan diller
Bilmem ne diyor ne diyor
Hak ismini anan diller
Bilmem ne diyor ne diyor"
Ehlen Ve Sehlen Merhaba,"Ey enbiyalar serveri
Ey evliyalar rehberi
Ey insucan peygamberi
Ehlen ve sehlen merhaba
 
Sen canların cananısın
Dertlilerin dermanısın
Alemlerin sultanısın
Ehlen ve sehlen merhaba
 
Allahü ekber şanühü
Sultanehü sübhanehu
Kad caena burhanehu
Ehlen ve sehlen merhaba
 
Sensin mahbub-i hüda
Etme şefaatten cuda
Ahmet Muhammed Mustafa
Ehlen ve sehlen merhaba
 
Derviş yunus söyler sözü
Dergahına sürer yüzü
Severler mahşerde bizi
Ehlen ve sehlen merhaba"
Yarabbi Aşkını Ver Bana Efendim,"Yarabbi aşkını ver bana efendim
Yarabbi aşkını ver bana efendim
Hu diyeyim Allah Allah döne döne
 
Aşkın ile yana yana efendim
Aşkın ile yana yana efendim
Hu diyeyim Allah Allah döne döne
 
Çağ he duşdüm, Yusuf gibi efendim
Çağ he duşdüm, Yusuf gibi efendim
Derde düşdüm Allah Allah Eyyüp gibi
Ağlayayım Yakup gibi efendim
Ağlayayım Yakup gibi efendim
Hu diyeyim Allah Allah döne döne
 
Mevlam koma beni bana efendim
Mevlam koma beni bana efendim
Al gönlümü, Allah Allah senden yana
Müştakın oluben sana efendim
Müştakın oluben sana efendim
Hu diyeyim Allah Allah döne döne
 
Seyret Mizan okunur efendim
Seyret Mizan okunur efendim
İster güldür Allah Allah ister öldür
 
Aşkınla gönlümü doldur efendim
Aşkınla gönlümü doldur efendim
Hu diyeyim Allah Allah döne döne"
Allahu Allah (1. Söyleyiş Şekli),"Allahu Allah Allahu Allah
Allahu Allah Ya Rahim Allah
Allahu Allah Allahu Allah
Allahu Allah Ya Kerim Allah
 
Ömrün bitirmiş viranemiyem
Aklın yitirmiş divanemiyem
Ömrün bitirmiş viranemiyem
Aklın yitirmiş divanemiyem
 
Kanat vururum döner dururum
Yanar kururum mestanemiyem
Kanat vururum döner dururum
Yanar kururum mestanemiyem
 
Allahu Allah Allahu Allah
Allahu Allah Ya Rahim Allah
Allahu Allah Allahu Allah
Allahu Allah Ya Kerim Allah
 
Nefsimi bildim ölmeden öldüm
Kapına geldim sultanım Allah
Nefsimi bildim ölmeden öldüm
Kapına geldim sultanım Allah
 
Yaşlı gözlerim tutmaz dizlerim
Yolun gözlerim biçaremiyem
Yaşlı gözlerim tutmaz dizlerim
Yolun gözlerim biçaremiyem
 
Allahu Allah Allahu Allah
Allahu Allah Ya Rahim Allah
Allahu Allah Allahu Allah
Allahu Allah Ya Kerim Allah
 
Aşka can feda olsa ne fayda
Aşk oku yayda kemanemiyem
Aşka can feda olsa ne fayda
Aşk oku yayda kemanemiyem
 
Kalpler uyana aşkınla yana
Can kurban sana sultanım Allah
Kalpler uyana aşkınla yana
Can kurban sana sultanım Allah
 
Allahu Allah Allahu Allah
Allahu Allah Ya Rahim Allah
Allahu Allah Allahu Allah
Allahu Allah Ya Kerim Allah


 
ALLAHU ALLAH (2. SÖYLEYİŞ ŞEKLİ) (İLAHİSİNİN SÖZLERİ, İLAHİLER, İLAHİ SÖZLERİ)
 
Allahu Allah
Allahu Allahu
Allahu Allah
Allahu Allah
 
Ömrün Bitirmiş
Viranemiyem
Aklın Yitirmiş
Divanemiyem.
 
Allahu Allah
Allahu Allahu
Allahu Allah
Allahu Allah
 
Nedir Bu Halim
Artar Melalim
Söyle A Zalim
Biganemiyem
 
Allahu Allah
Allahu Allahu
Allahu Allah
Allahu Allah
 
Kanat Vururum
Döner Dururum
Yanar Kururum
Pervanemiyem
 
Allahu Allah
Allahu Allahu
Allahu Allah
Allahu Allah
 
Şaşırdım Kaldım
Bin Bir Renk Aldım
Doldum Boşaldım
Peymanemiyem
 
Allahu Allah
Allahu Allahu
Allahu Allah
Allahu Allah
 
Yaşlı Gözlerim
Tutmaz Dizlerim
Yolun Gözlerim
Mestanemiyem
 
Allahu Allah
Allahu Allahu
Allahu Allah
Allahu Allah
 
Halim Söylenir
Gör Neler Denir
Herkes Eğlenir
Teranemiyem
 
Allahu Allah
Allahu Allahu
Allahu Allah
Allahu Allah
 
Meczup Sanırlar
Mecnun Tanırlar
Hep Aldanırlar
Üryanemiyem
 
Allahu Allah
Allahu Allahu
Allahu Allah
Allahu Allah
Aşki Can Feda
Olsa Ne Fayda
Aşk Oku Yayda
Kemanemiyem
 
Allahu Allah
Allahu Allahu
Allahu Allah
Allahu Allah"
Lebbeyk,"Mekke şehri geldim sana
Babüsselamı açsana
Benim sevdam Haktan yana
Gelmişim lebbeyk demeye
 
Beytullahım Beytullahım
Arz ettim sana günahım
Cihanın tek kıblesisin
Seni gördüm bitti ahım
 
Beytullahım Beytullahım
Arz ettim sana günahım
Cihanın tek kıblesisin
Seni gördüm bitti ahım
 
Büründüm beyaz ihrama
Elveda dedim harama
Bak gönlümdeki yarama
Gelmişim lebbeyk demeye
 
Beytullahım Beytullahım
Arz ettim sana günahım
Cihanın tek kıblesisin
Seni gördüm bitti ahım
 
Beytullahım Beytullahım
Arz ettim sana günahım
Cihanın tek kıblesisin
Seni gördüm bitti ahım
 
Gördüm kapkara örtünü
Müminler sarmış önünü
Hakka vermişsin yönünü
Gelmişim lebbeyk demeye
 
Beytullahım Beytullahım
Arz ettim sana günahım
Cihanın tek kıblesisin
Seni gördüm bitti ahım
 
Beytullahım Beytullahım
Arz ettim sana günahım
Cihanın tek kıblesisin
Seni gördüm bitti ahım
 
Beytullahım Beytullahım
Arz ettim sana günahım
Cihanın tek kıblesisin
Seni gördüm bitti ahım"
Ey Aşıkı Dildare,"Can Allah Canan Allah
La ilahe illallah
Muhammedur Resulullah
 
Can Allah Canan Allah
Canlar sana kurban Allah
Hay kalbim zikrullah
La ilahe illallah
Muhammedur Resulullah
 
Ey aşıkı dildare
Gel nuş edelim bade
Bir bade gerek amma
Kim içile me vade
Bir bade gerek amma
Kim içile me vade
 
Can Allah Canan Allah
Canlar sana kurban Allah
Hay kalbim zikrullah
La ilahe illallah
Muhammedur Resulullah
 
Bir kez içen aşıktır
Aşkında ol sadıktır
Aşk ona hem layıktır
Mecnun ile Ferhad'a
Aşk ona hem layıktır
Mecnun ile Ferhad'a
 
Can Allah Canan Allah
Canlar sana kurban Allah
Hay kalbim zikrullah
La ilahe illallah
Muhammedur Resulullah
 
İşit bu Sezai'den
Ne gördü fenaiden
Dost yüzünü gösterdi
Miratı mücelladan
Dost yüzünü gösterdi
Miratı mücelladan
 
Can Allah Canan Allah
Canlar sana kurban Allah
Hay kalbim zikrullah
La ilahe illallah
Muhammedur Resulullah
 
Can Allah Canan Allah
Canlar sana kurban Allah
Hay kalbim zikrullah
La ilahe illallah
Muhammedur Resulullah"
Yunus Sen Burada Meydan İsteme,"Yan yüreğim yan
Gör ki neler var
Bu halk içinde
Bize gülen var
 
Koy gülen gülsün
Hak bizi bilsin
Gafiller bilsin
Hakkı seven var
 
Bu yol uzundur
Menzili çoktur
Geçidi yoktur
Derin sular var
 
Her kim merdane
Gelsin meydane
Kıyamaz cane
Kimde hüner var
 
Yunus sen burda
Meydan isteme
Meydanlar içinde canım
Merdaneler var."
Kervanın Gam Çeker Bin Tığlık Atar,"Kervanın gam çeker bin tığlık atar
Ehli hak yolunda bir raha geldim
Kervanından gam çeker bin tığlık atar
Ehli hak yolunda bir raha geldim
 
Derde derman ise mürşidim yeter
Bu nefsi hayr ile ıslaha geldim ıslaha geldim
Derde derman ise mürşidim yeter
Bu nefsi hayr ile ıslaha geldim ıslaha geldim
 
Şu gönlüm daraldı eyledir yardım
Sefilem sel aldı deryana daldır
Kebahir günahta kemale erdim
Emmare yolunda ikraha geldim ikraha geldim
Kebahir günahta kemale erdim
Emmare yolunda ikraha geldim ikraha geldim
 
Bülbül bir kuş iken gülü terk etmez
Allah kapısından kulu merk etmez
Bülbül bir kuş iken gülü terk etmez
Allah kapısından kulu merk etmez
Zerre günahıma kudretim yetmez
Affu berat için bir şaha geldim bir şaha geldim
Zerre günahıma kudretim yetmez
Affu berat için bir şaha geldim bir şaha geldim
 
Şu gönlüm daraldı eyledir yardım
Sefilem sel aldı deryana daldır
Kebahir günahta kemale erdim
Emmare yolunda ikraha geldim ikraha geldim
Kebahir günahta kemale erdim
Emmare yolunda ikraha geldim ikraha geldim
 
Masiva defterim sensiz silinmez
Emirsiz abdine ihsan olunmaz
Masiva defterim sensiz silinmez
Emirsiz abdine ihsan olunmaz
Kapından başka bir kapı bulunmaz
Yüz yere vurmaya dergaha geldim dergaha geldim
Kapından başka bir kapı bulunmaz
Yüz yere vurmaya dergaha geldim dergaha geldim
 
Şu gönlüm daraldı eyledir yardım
Sefilem sel aldı deryana daldır
Kebahir günahta kemale erdim
Emmare yolunda ikraha geldim ikraha geldim
Kebahir günahta kemale erdim
Emmare yolunda ikraha geldim ikraha geldim
 
Yokluktan var oldum her varım sensin
Ağlarım dert ile efkarım sensin
Yokluktan var oldum her varım sensin
Ağlarım dert ile efkarım sensin
Ezeli ervahta ikrarım sensin
Ikrarı imana bir daha geldim bir daha geldim
Ezeli ervahta ikrarım sensin
Ikrarı imana bir daha geldim bir daha geldim
 
Şu gönlüm daraldı eyledir yardım
Sefilem sel aldı deryana daldır
Kebahir günahta kemale erdim
Emmare yolunda ikraha geldim ikraha geldim
Kebahir günahta kemale erdim
Emmare yolunda ikraha geldim ikraha geldim"
