id,baslik,sarki_sozu,sarki_turu
783,Feride Hilal Akın – Ara Beni Lütfen,"haberin şeyi duydun
yüzün perişan oldun
şarjın bitti
bittik
ara beni
sesini duymalıyım masal anlatsan
hikayen ödülleri toparlasa
seni sevmiş olsam unut beni
sana kızmış olsam ara beni
umduğum dağlara karlar yağdı
i̇çinde öfke vardı
demiştim demeyi ezberledim gitmeyi
i̇nsan sevdiğine yapar
bil sebebim beni kaybettin
duvarlarım cebimde
seni sevmiş olsam unut beni
sana kızmış olsam ara beni
umduğum dağlara karlar yağdı
i̇çinde öfke vardı
demiştim demeyi ezberledim gitmeyi
i̇nsan sevdiğine yapar
",pop
784,Elif Kaya – Yallah,"kapıda valizi görüyor musun
senin senin
taksini çağırdım eli kulağında
geliyor
kalp taş
acıyor acıyor
sabırda yere
taşıyor taşıyor
bitti fani
aşk

tak etti canıma
zaman
yoluna yoluna
bundan
aşk şey
",pop
785,Ümit Aksu – Elmanın Yarısı,"ümitsiz çıktın karşıma
beni hayata bağladın
hayattan bıkmışken şeyden bıkmışken
çıktın karşıma kalbimi çaldın
elmanın yarısı olur musun benimle
sonsuza sürecek aşkımız
kalbimi çaldin yarim
ömrümü veririm uğruna
kalbimi çaldin yarim
ömrüümü veririm uğruna
i̇yi gününde gününde
ol istiyorum yarim yanımda
şükürler olsun allah’ım sana
onu yazdın benim alnıma
elmanın yarısı olur musun benimle
sonsuza sürecek aşkımız
kalbimi çaldın yarim
ömrümü veririm uğruna
",pop
786,Soner Arıca – Dönemem,"seni terk ediyorum
sevsem
istesem
bağrıma taş basıyorum
seni terk ediyorum
yokluğunda varlığını
özlemem gerekirken
varlığında yokluğuna
hasret bıraktın
paylaşmak
hayat
kahrını çilesini
çekiyorum
senin insafsızlığına
feryat
kayboldum meçhulde
gidiyorum
dönemem dönemem sana
gücüm
sevda uğruna
çektim
",pop
787,Fikri Karayel – Kimseye Anlatmadım,"sev beni sar beni
sözün sarsar beni
bilinmez denizlerin kuytu koylarında bul beni
bil beni al beni
saçma sapanlıktan kurtar beni
uykusuz gecelerin örtüsünden çıkar beni
bunları kimseye anlatmadım
kendimle konuşmadım
bunları kimseye anlatmadım
duy bil anla
sor beni bul beni
şarkılarda çal beni
bulutlar ülkesinden kuru topraklara indir beni
sez beni yaz beni
karmakarışıklığımdan çöz beni
birikmiş tortuların kirli sularından süz beni
",pop
788,Tuğçe Haşimoğlu – Demedim mi,"aklımda süre gezindin öylece
uyumadım gecelerce beni affetsen
demedim demedim di demedim demedim
demedim demedim di demedim demedim
resimleri demedim
barışırız dur gitme
i̇nan bana şey kal
silinir resimler pat
kırıyorsun kalbimi çat
aralar canımı sıkıyorsun
demedim demedim di demedim demedim
demedim demedim di demedim demedim
resimleri demedim
başkasını sevme
benim kalsan
inadın öldürür adamı
yapamam sensiz
canım barışalım
canım konuşalım
i̇nan bana sensiz yarım yarım
kalırım canım canım canım
",pop
789,Bengü – Bir Günah Gibi,"sayfa kopuyor zamandan
ayrılırken yanımdan
başından
korkuyordum sonundan
günah gizledim seni
görmedi seninle beni
ağlarken içim güldü gözlerim
günah gizledim
yarından
beklediğim kaldı
beni gün senden kıskanan
resimler sarardı
",pop
790,Six Pack – Sana Bana Yeter,"sana bana yeter artar dünya
nedir bitmeyen kavga anlaşsak aramızda
i̇kimiz aynı yolda varlıkta yoklukta
paylaşırsak şeyi senin olur benim olan
bende gönül var onu sana verdim
kurduğum hayallerin yarısı inan senin
gökteki yıldızlarla denizlerse herkesin
açgözlülük etme gel feda olsun sana şeyim
tanrı zengin kul fakirse onları görür üzülme
duayla sevgi birleşirse gözü yaşlı kalmazdı
onda var sende gönül zengin aldırma
bedeldir kahkaha bütün dünya malına
",pop
791,Buray – Kimler Geldi Kimler Geçti,"bilmem akşam musun
i̇çmeden hatıralardan musun
ellerin bak hala ellerimde yanıyor
duyuyor musun
dostlar seni söylüyor mutsuz musun
yolda dönüş bilmiyor musun
şey olmaz demiştim sana
kaderden kaçılmaz görüyorsun
kimler geldi hayatımdan kimler geçti
hiçbirisi hasretini gidermedi
güzeli senin sevilmedi
kimler geldi kimler geçti
kimler geldi sorma kimler geçti
hiçbirisi hasretini gidermedi
güzeli senin sevilmedi
kimler geldi kimler geçti
korkma akşam gelip çalmam kapını
paylaşıyor alın yazımı
sensiz yaşıyorum yasak aşkımı
söylüyorum şarkını
",pop
792,Yalın – Olur Ya,"gel çocuk olalım
günden başlayalım
gözlerimiz buluşsun
i̇lk kez bakışalım
kalsın
doğalım
i̇lk söz dudağında
olsun benim adım
olur kalbinde yer bulur
yerleşirim
seversin
olur dersin aşkıma
şeytana uyarsın
olmaz olur
olur saatler durur
sonsuza yanımda
kalırsın olur
olur ateş bacayı sarar
yanmaz dersin yanar
olmaz olur
",pop
793,Yıldız Tilbe – Mutluluğun Bedeli,"diyar diyar yanı gezdim
karşıma çıkmadı dengim
yolun seni bulunca
sana gönül vermeye geldim
kalbimin sahibi
varımı yoğumu önüne sersem
mutlu etmeye yeminler etsem
alır mısın ömrümü versem
sardı bulutlar güneş gizlendi
anahtarı sende gönlüm kilitli
uzat sevgilim uzat elini
dost gözlerimde ara kendini
kendini düşün beni
söyle nedir mutluluğun bedeli
toprağın suya özlemi biter
benim sana sevgim tükenir
aşk başlayınca gelir
bize sonunu zaman gösterir
",pop
794,Evrencan Gündüz – Nasılsın İyi misin?,"tri lay lay li tri lay lay li
tri lay lay li tri lay lay la
nasılsın misin
sorarsam söyler misin
yabancı kimsin
çağırsam gelir misin
tri lay lay li tri lay lay li
tri lay lay li tri lay lay la

nerelisin
saz söz
misin
tri lay lay li tri lay lay li
tri lay lay li tri lay lay la
yerinden yurdundan
olursan misin
aşkında çalarsam
oynarsan bizdensin
tri lay lay li tri lay lay li
tri lay lay li tri lay lay la
",pop
795,Tuğba Özerk – Aşk Defteri,"açtım aşk defterimi
hatırladım sevdiklerimi
birisi alemdi
aradım günlerimi
i̇lk sevgilim
yaktım ateşi
i̇nanmazdım görmesem karşımda
aşk tüten yüzleri
ağlattı beni güldürdü
sevmedi sever göründü
açtım aşk defterimi
canlandı hatıralar
gülen resimlerin arkasından
aynı sevgili bakar
unuttum geçmişleri
unuttum günleri
eski sevgilileri
",pop
796,Fatma Turgut – Palavra,"aynı sözler söylediğin sözler
sözler
günkü sudan sözler vaatler
neler
bitsin sus konuşma
anlamam kendini yorma
yalanlar
gül kokan rüzgarla geçermiş gelecek yıllar
yere iner gökteki yıldızlar
dinleyemem laflar
aşk bitince sözler neye yarar
palavra
palavra
romantik sözleri dinledim
dinledim
hepinizde aynı taktik aynı yalan
beğenmedim
başlayınca susmaz mısın
gülüyorum haline anlamaz mısın
",pop
797,Mustafa Ceceli – Düşünme Hiç,"düşünme
yorulma
yıllar yaşanmayacak
seninle kez
kaybolan
aşk hatırlanan
bizden güzeldi
zaman
acı nedir bilmeden
yağmurlu gün görmeden
akıllı geçindik
kalp kırmayı öğrendik
söyle bize
nefret girdi sevgiye
kaldın bak kendine
kendime
günlerde
başkaydın gözümde
senle kalmış gibiydik
yeryüzünde
uzak birbirinden
kutuplar gibiyken
neydi çeken bizi
",pop
798,Cemil Demirbakan – Yazgı,"kendimden girdim
özümü ararken neyim içinim
mutluluktan umudu kestim
sığlardan yıldım beni bekler derinlerim
konuştu bulutlar
yağmur üstümüze yağdı yağdı
söyledi gökyüzü
dünya yalan yalan
gözlerin gözlerime çarptı çarptı kaçtı
sözü söyledi yazgı
konuştu bulutlar
yağmur üstümüze yağdı yağdı
söyledi gökyüzü
dünya yalan yalan
gözlerin gözlerime çarptı çarptı kaçtı
sözü söyledi yazgı
",pop
799,Tuğçe Kandemir – Gördüğüme Sevindim,"görmesem iyiydi
seni
aradan yıllar geçti
silinmedin hafızamdan
geceydi
seni görene
çıktılar
yerlerinden hatıralar hatıralar unutulmaz
duygularıma esir oluyorum seni görünce
i̇nsan keremi yanıyor kere sevince
ruh bedenden ayrılıyor çekimine girdim
kere yandım canım gördüğüme sevindim
görmesem iyiydi
seni
aradan yıllar geçti
silinmedin hafızamdan
gibii geceydi
seni görene
çıktılar
yerlerinden hatıralar hatıralar unutulmaz
duygularıma esir oluyorum seni görünce
i̇nsan keremi yanıyor kere sevince
ruh bedenden ayrılıyor çekimine girdim
kere yandım canım gördüğüme sevindim
",pop
800,Duman - senden daha güzel,"kimseyi görmedim
senden
kimseyi tanımadım
senden özel
kimselere bakmadım
aklımdan geçen
kimseyi tanımadım
senden
senden
senden
senden
sana nerden rastladım
oldum derbeder
kendimi sana sakladım
senden
kimseleri takmadım
ölsem değişmem
kimseyi tanımadım
senden
senden
senden
senden
kimseyi görmedim
senden
kimseyi tanımadım
senden özel
kimselere bakmadım
aklımdan geçen
kimseyi tanımadım
senden
senden
senden
senden
",rock
801,Mor ve Ötesi - Cambaz,"habersin türksün
seni gören yollara dökülsün
kul oldun köle oldun
kurşun geçirmez cam oldun
bütün dünya izler durur
afetiazam bekler durur
hedefini al piyasanı al şeyi al
yandı dertler bitti tasa
kurbanım cambaza
i̇ki gözüm eminim yoksun
kul oldun köle oldun
kurşun geçirmez cam oldun
cin oldun adam çarptın
cellat oldun kelle uçurdun
bütün dünya izler durur
afetiazam bekler durur
hedefini al piyasanı al şeyi al
yandı dertler bitti tasa
kurbanım cambaza
i̇ki gözüm eminim yoksun
var mısın yoksun
var mısın yoksun
i̇ki gözüm eminim yoksun
var mısın yoksun
var mısın yoksun
bütün dünya izler durur
afetiazam bekler durur
hedefini al piyasanı al şeyi al
yandı dertler bitti tasa
kurbanım cambaza
i̇ki gözüm eminim yoksun
yoksun
yoksun
",rock
802,Athena - Yapma Be Kanka,"yandı şey bi anda
deli miyim
olur iş
bok yedim
battı balık gider dönemez
ayıp günah kalmadı hiçbirşeydiler
duymasınlar beni anla
yapma kanka
çektim şerefsiz kalpten
susmuyor durmuyor
normal midir allah aşkına
derdi gün susar
densiz yanık şerefsiz kalp
duymasınlar
beni anla yüzüme vurma
yapma kanka
yandı kül karşımda
yandı kül karşımda
yanıyorum kül oluyorum karşında
yanıyorum kül oluyorum karşında
karşında
karşında
",rock
803,Pinhani - Beni Sen İnandır,"çizdim aklımca
hayatın resmini
bi şey bilmezdim
karıştırdım renkleri
hata yaptım tabii
şeyden
kaçırmış kendini
yaşlı gözlerle
kabullenmiş gerçekleri

uzaklaştım
kendimden
evden senden
göçmen kuşlar
kaldığım hâlde
solmuş resimlerde
yıl geçmiş
durur
küçükken inanmıştım
istersen
şey mümkün
i̇nanmak
hikâyem senle başlardı
senle etsin
beni seni inandır
çizdim aklımca
hayatın resmini
bi şey bilmezdim
karıştırdım renkleri
hata yaptım tabii
şeyden
kaçırmış kendini
yaşlı gözlerle
kabullenmiş gerçekleri

uzaklaştım
kendimden
evden senden
göçmen kuşlar
kaldığım hâlde
solmuş resimlerde
yıl geçmiş
durur
küçükken inanmıştım
istersen
şey mümkün
i̇nanmak
hikâyem senle başlardı
senle etsin
beni seni inandır
beni inandır
beni inandır
beni inandır
",rock
804,Manga - Bir Kadın Çizeceksin,"hayata geleli
söyle olacaksın büyüyünce
sorulan sorular tarih
senin kafan hala dolu
i̇şte benim senin onun
paylaşıyorsun hayatı kuruş sevginle
aldattı seni
eee kaldı geriye
bak klasik tablosun dostum
yaparsan yap boşsun
okumuşsun yetmez
bununla dertler bitmez
çıkacaksın kabuğundan bunalımdan kurtaracaksın kendini
ona yaşamayı bırakıp döneceksin gerçeklere

kadın çizeceksin
onun bırakıp gitmeyecek
saklayıp gömeceksin
kimseler sevemeyecek
yetmez kendini aşka bıraktın
bırak adam şeylerle uğraşmayı
takıl hayatını
takılamıyorsan rol yap yap et yarat yalan dünyanı
para ediyor baksana sevgi yalan olmuş
piyasada kavrulmuş kudurmuş
canım dediğin arkandan vurmuş
bunları
içindekileri tüketeyim deme
gün gelecek göstereceksin kendini sevgini neler istediğini
alacaksın eline kalemi kusacak dökeceksin nefretini
kadın çizeceksin
onun bırakıp gitmeyecek
saklayıp gömeceksin
kimseler sevemeyecek
duracaksın soracaksın kendine
düzen sahte
bakacaksın göreceksin çaren
edeceksin yaşamaya
kadın çizeceksin
onun bırakıp gitmeyecek
saklayıp gömeceksin
kimseler sevemeyecek
gün gelecek göstereceksin kendini sevgini neler istediğini
alacaksın eline kalemi kusacak dökeceksin nefretini
çıkacaksın kabuğundan bunalımdan kurtaracaksın kendini
ona yaşamayı bırakıp döneceksin gerçeklere
bırakıp döneceksin gerçeklere
gün gelecek göstereceksin kendini sevgini neler istediğini
alacaksın eline kalemi kusacak dökeceksin nefretini
çıkacaksın kabuğundan bunalımdan kurtaracaksın kendini
ona yaşamayı bırakıp döneceksin gerçeklere
",rock
805,Seksendört - Kendime Yalan Söyledim,"terkedilmiş şehrin ortasındayım
altım çamur üstüm yağmur bak burdayım
şeyler kaybetmeden sevilmiyor
bedenim burda ruhum kabul etmiyor
kendime yalan söyledim
yalnızım bunu istedim
paramparça bütün aynalar
i̇çinde kan revan birisi var
kendime yalan söyledim
yalnızım bunu istedim
paramparça bütün aynalar
i̇çinde kan revan birisi var
birisi var birisi var
yaşadığım varsa seçtim istedim
uyandığım ses annem
şeyler kaybetmeden farkedilmiyor
bedenim burda ruhum kabul etmiyor
kendime yalan söyledim
yalnızım bunu istedim
paramparça bütün aynalar
i̇çinde kan revan birisi var
kendime yalan söyledim
yalnızım bunu istedim
paramparça bütün aynalar
i̇çinde kan revan birisi var
birisi var birisi var
ser verip sır vermedim
cesaret itiraflar
söylemesi
korkum
kendime yalan söyledim
yalnızım bunu istedim
paramparça bütün aynalar
i̇çinde kan revan birisi var
kendime yalan söyledim
yalnızım bunu istedim
paramparça bütün aynalar
i̇çinde kan revan birisi var
birisi var birisi va
",rock
806,Teoman - Rapsodi Istanbul,"al param dedim
boşver dedi sende kalsın
parça yeter ufak
kopar ver yiyeceğinden
etrafına bak
onlardan olma
yola koyul küçük küçük
git buralardan
sokaklarda sapsarı yapraklar
mazgallarda yağmurlar
kentte acı var
nerde i̇stanbul
yapraklar yatağın olsun
kırlangıçlar arkadaşların
yıldızlar yorganın olsun
gökte işsiz güçsüz duruyorlar
benden geçti yap
git buralardan
bitene bitmez hayat
bitti biter
i̇ç şaraplarını
dünyanın
kay ıslak güvertelerinde
bütün kadınların
sokaklarda sapsarı yapraklar
mazgallarda yağmurlar
kentte acı var
nerde i̇stanbul
yapraklar yatağın olsun
kırlangıçlar arkadaşların
yıldızlar yorganın olsun
gökte işsiz güçsüz duruyorlar
sokaklarda sapsarı yapraklar
mazgallarda yağmurlar
kentte acı var
nerde i̇stanbul
yapraklar yatağın olsun
kırlangıçlar arkadaşların
yıldızlar yorganın olsun
yapraklar yatağın olsun
kırlangıçlar arkadaşların
büyük aşklar senin olsun
boşu başkalarında duruyorlar
",rock
807,Özlem Tekin - Aşk Herşeyi Affeder Mi?,"aşk herşeyi affeder
dersin zamanla geçer
günlerin hatrına
aşk herşeyi affeder

üzgünüm istemeden
seni aldattım
olduğu mühim
sana bağlanmaktan kaçtım

üzgünüm istemeden
bakışa aldandım

i̇nan bana bütün
pişmanlıktan ağladım

aşk şeyi affeder
dersin zamanla geçer
günlerin hatrına
aşk şeyi affeder

aşk şeyi affeder
dersin zamanla geçer
günlerin hatrına
aşk şeyi affeder

üzgünüm istemeden
seni aldattım
olduğu mühim
sana bağlanmaktan kaçtım

üzgünüm istemeden
bakışa aldandım
i̇nan bana bütün

pişmanlıktan ağladım

aşk şeyi affeder
dersin zamanla geçer
günlerin hatrına
aşk şeyi affeder

aşk şeyi affeder
dersin zamanla geçer
günlerin hatrına
aşk şeyi affeder

i̇steksiz olmadı farkettim
yaşlarım akmadı yalan söyledim
aşk beni affetmez söyledin
derdime tasama cevap verdin

korku pişmanlık
bağlılık oyun aptallık
kumarbaz ruhumla seni aldattım
oyunu kazandım

aşk herşeyi affeder
dersin zamanla geçer
günlerin hatrına
aşk herşeyi affeder

aşk bizi es geçer
derdim tasama çare olur
olanların
affedilir gelir geçer
",rock
808,Pilli Bebek - Olsun,"yorgun gecelerin
aynı yere dönerken
islak sokaklar boyu düşündüm
solmuş insanların
gülümseme beklerken
tren yolları boyu düşündüm
yıllardır uzaktayım
özlemlerim
yalanlar görürüm hala
burdan bakınca sonsuz dünyaya
olsun
çocuk düşlerimiz
olsun
çocuk düşlerimiz
ölümlerin
aynı yere dönerken
islak sokaklar boyu düşündüm
borcum varmış kendimden
gülümseme beklerken
tren yolları boyu düşündüm
yıllardır uzaktayım
özlemlerim
yalanlar görürüm hala
burdan bakınca sonsuz dünyaya
olsun
çocuk düşlerimiz
olsun
çocuk düşlerimiz
olsun
çocuk düşlerimiz
",rock
809,Meto - Herşey Yolunda,"herşey yolunda stres
mary yanımda umrumda
yolunda panik
olmak zorunda para gider hoşuma
yoktan baba kurdu kale
kaptan yaslan lale
koskeş izle sahne
bizde sokak cadde
deli divaneyim bro sanane
bırak bahaneyi flow şahane
bilen hikayemi koyar mesafe
cenaze yaralı fare
sahte guluşler sahte
buyuzden çektim yuzume maske
dost sandıkların kahpe
çıktınca anlarsın birtek aile var
kaşarlar çakalar
sikimde değilki kurallar
fuck kralını tanımam bro
birtek guvenim çakıma
kimseye ayıracak vakit
tiktak nakit paraya
yediyirmi konum studyo
umrumda dunyaya
dunyaya dunyaya
herşey yolunda stres
mary yanımda umrumda
yolunda panik
olmak zorunda para gider hoşuma
herşey yolunda stres
mary yanımda umrumda
yolunda panik
olmak zorunda para gider hoşuma
",rock
810,Aylin Aslım - Sen mi,"köyden çıkış
senden kurtuluş
senden senin türünden
hayat
huzur istedik
senden senin türünden
gel köşeleri tutmadan gel
pisliğe batmadan çamura yatmadan gel
gel bileğinin gel
kimsenin altına yatmadan basmadan gel
beni öldüreceksin
beni durduracaksın
tırnaklarımla kazdığım yoluma çıkacaksın
beni öldüreceksin
beni yıldıracaksın
yıl kanımla doydun
canımı alacaksın
meydan senin sensin lider
i̇ki elim mızrak göğsüm siper
yüzleşmeye çağırsam gelmezsin
sırtımdan vurulursam kurşun sensin
köyden çıkış
senden kurtuluş
senden senin türünden
gel köşeleri tutmadan gel
pisliğe batmadan çamura yatmadan gel
gel bileğinin gel
kimsenin altına yatmadan basmadan gel
beni öldüreceksin
beni yıldıracaksın
yıl kanımla doydun
canımı alacaksın
meydan senin sensin lider
i̇ki elim mızrak göğsüm siper
yüzleşmeye çağırsam gelmezsin
sırtımdan vurulursam kurşun sensin
meydan senin sensin lider
i̇ki elim mızrak göğsüm siper
yüzleşmeye çağırsam gelmezsin
sırtımdan vurulursam namert sensin
beni öldüreceksin
beni öldüreceksin


",rock
