id,baslik,sarki_sozu,sarki_turu,eski_turkce_kelime_orani,fiil_orani,sifat_orani,zarf_orani,baglac_orani,unlem_orani,soru_orani,bilinmeyen_orani
729,Ceren Cennet – Kördüğüm,"çok sevdim vicdansız
tutmadım sevdam hesapsız
gönlün sözü belli
ömrüm bildim seni
hiç mi sevmedin
hiç mi hissetmedin beni
şimdi ben nereye neden nasıl kime gideyim
yok yolum yordamım ben öleyim
kimsesiz çaresiz aşksız kaldım
kime nasıl neden yalan söyleyeyim
terkedip de gitti mi diyeyim
kördüğüm olmuşken kalbim
parçalandı yüreğim
",pop,0.02,0.24,0.2,0.1,0.02,0.0,0.06,0.0
730,Ayla Çelik – Aşık Oldum Giderken,"ne çok şey kattın ömrüme
hiçbir şey seninle bir tutulmuyor
ben mutlu olmayı senden öğrendim
senin gibi gidenler unutulmuyor
bu sevda ancak seninle sevda olurdu
seni tanımak bile benim için gururdu
belki geçti belki erken
ayrılık zor çok severken
o gün sana bir kez daha
âşık oldum giderken
belki geçti belki erken
ayrılık zor çok severken
o gün sana bir kez daha
âşık oldum giderken
ne çok şey kattın ömrüme
hiçbir şey seninle bir tutulmuyor
ben mutlu olmayı senden öğrendim
senin gibi gidenler unutulmuyor
bu sevda ancak seninle sevda olurdu
seni tanımak bile benim için gururdu
belki geçti belki erken
ayrılık zor çok severken
o gün sana bir kez daha
âşık oldum giderken
belki geçti belki erken
ayrılık zor çok severken
o gün sana bir kez daha
âşık oldum giderken
belki geçti belki erken
ayrılık zor çok severken
o gün sana bir kez daha
âşık oldum giderken
",pop,0.12,0.15,0.05,0.26,0.02,0.0,0.0,0.0
731,Cevher – Duacı,"gel otur şöyle
biraz konuşalım mı seninle
dün bahsettiklerini şimdide söyle
sakın kaçırma gözlerini benden
açık açık sevmiyorum desene
hatalıyım biliyorum
affet beni lütfen
seni hala deli gibi
seviyorum zaten
ne olur susma
cevap ver bana
bittim beklemekten
delinim hastanım
sevmene muhtacım
belki de çocuğum
masumum inanmadın
aşığım şahidim
biliyor allah’ ım
her daim senle olsun
vebali ağırdır
yargısız infazının
nefes yok hayat yok
karanlığım yalnızım
sorsam da cevap yok
kesilmiş hesabım
günahın büyük duacınım
",pop,0.05,0.28,0.14,0.07,0.03,0.01,0.01,0.03
732,Gökçe – Bu Kalp,"arıyorum o ilgini
i̇lk baştaki sevgini
kalbindeki açık yara
nasır tutmuş besbelli
gidiyorum buralardan
senden çok uzaklara
artık kolay kolay düşmem
ben böyle aşk tuzağına
olmuyor sensiz olmuyor
denedim yerin dolmuyor
eğer bir gün gelirsen
bu kalp hep seni bekliyor
geziyorum tozuyorum
gecelere akıyorum
kalabalıklar içinde
sensiz yalnız kalıyorum
gülüşünü öpüşünü
silemedim aklımdan
arkadaşlar sohbetler
susmamız gibi güzel değil
",pop,0.05,0.27,0.19,0.05,0.02,0.0,0.0,0.02
733,Tuğba Yurt – Masal,"başının altında yabancı omuz
kaderin yazdığına teslim ruhumuz
güvendiğim ne varsa hep yıkık dökük
dün çoktuk bugün az yarın yokmuşuz
i̇ki kalbin cezası aynı değilken
kırılanın rızası alınmamışken
her ayrılık gibi zamansız erken
i̇zini bırakıyor masal biterken
kirpikten damla düşmeden dön
sevabı sana yazılsın
ayrılık ölümden farklı değilken sen
hala nasıl hayattasın
",pop,0.04,0.13,0.15,0.15,0.0,0.0,0.0,0.04
734,Tuğba Yurt – Aşk Ateşi,"sonum oldun kayboldum
cevabı olmayan bir soru oldun mu hiç
yoruldum savruldum
güneşe kavuşmayan
geceyi gördün mü hiç
gün gelir anılar
acılarla birleşir
habersiz olur bakmaz gözyaşına
bilmez pek haddini
aşar sınırları
haykırışların dolaşır kaderinde
gel gör beni duy sesimi
yakıyor içimi içimi aşk ateşi
hatıralar hep peşimde yalvarırım
hadi kurtar beni
",pop,0.06,0.31,0.06,0.08,0.0,0.02,0.04,0.0
735,Tuğba Yurt – Nöbetçi,"biz hiç olmadık senle
bir hayal gördük kayboldu
çok güzeldi ama
ne yazık ki sonu yoktu
her kelime yeni bir yangının
sebebi oldu giderken dedi ki
sen üzülme yalvarırım sus
git hadi söylenecek hiçbir şey yok
seve seve ayrılalım dese de
acıtsa da dili kalbim aşkına nöbetçi
yine de kalbim aşkına nöbetçi
",pop,0.13,0.33,0.06,0.08,0.12,0.02,0.0,0.0
736,Tuğba Yurt – Sığınak,"neler çektin gönül
onun umurunda değil
bazı şeyler var insanın
elinde değil
sormaz ki o zalim
neyin var neyin yok
hayata küsme sakın
suç sende değil
sevdam yüreklerde hep olmuş ziyan
bir ömür ateşlerde yürüdüm dayan
diye diye zaman durdu içim ağır yaralı
ne olur bir daha çalma kapımı
bu dünya yalan
yıllarım darma duman
duymaz mısın içimde kıyametler kopar ömür çalan
gittin gideli
bu dünya yalan
yıllarım darma duman
görmez misin kalbim sığınak değil şimdi kör zindan
bittin biteli
",pop,0.07,0.2,0.09,0.07,0.01,0.01,0.03,0.03
737,Tuğba Yurt – Adı Aşk,"bak dönüyor dünya
ne seninle ne sensiz aslında
olmuyor anladım  azalınca bu sevdadan
haberin yok hiç iyi değilim
buralarda bir tek selamına yeniğim
sırf bu yüzden ben hala
direniyorum sana gidemiyorum uzağa
ah bi cayıp gelsen ihtimal ya
yarım kaldık işte aslında tek bir cümle
gel apaçık adı aşk bunun işte
",pop,0.17,0.2,0.16,0.16,0.02,0.0,0.0,0.02
738,uğba Yurt – Olan Olmuş,"aşk yürek ister canım yani
senlik bi durum yok
seni bana sormasınlar artık
hiç lüzumu yok
aşılmıyo çözülmüyo
olan olmuş bize
yine de kapamadım
aralık kapılar
yalnız sana değil aşka
bugünün acısı yarının anısı
olacak nasıl olsa
",pop,0.05,0.19,0.11,0.11,0.05,0.0,0.0,0.11
739,Hasibe – Avara,"değer mi sevda uğruna
böyle rezil rüsva olmaya
havada pilot olsan da yer yüzünde adam olmayınca
söyle neye fayda
konuş konuş beni ona buna söyle kimin umurunda
sarıp sarıp yatıp kalkıp kalkıp yine döndük mü en başa
gönlüm avara gönlüm avara gönlüm avara gönlüm avara
değer mi sevda uğruna
böyle rezil rüsva olmaya
havada pilot olsan da yer yüzünde adam olmayınca
söyle neye fayda
konuş konuş beni ona buna söyle kimin umurunda
sarıp sarıp yatıp kalkıp kalkıp yine döndük mü en başa
gönlüm avara gönlüm avara gönlüm avara gönlüm avara
konuş konuş beni ona buna söyle kimin umurunda
sarıp sarıp yatıp kalkıp kalkıp yine döndük mü en başa
gönlüm avara gönlüm avara gönlüm avara gönlüm avara
",pop,0.03,0.14,0.05,0.2,0.02,0.0,0.04,0.0
740,İsmail YK – Mutluluk Budur,"damarımda kanım can damarımsın
canımsın sen canım kalp atışımsın
koparsalar benden ölüm nedir ki
dayanamam ben bırakmam seni
dayanamam ben bırakmam seni
mutluluğu çok gördüler çekemiyorlar
korkuyorum canım gülüm
beni sana vermiyorlar ooff
seni bana vermezlerse
asla vermem seni ellere
aşkımızın gücü budur
ölmek vardır dönmek yoktur
seni bana vermezlerse
asla vermem seni ellere
aşkımızın gücü budur
ölmek vardır dönmek yoktur
",pop,0.06,0.36,0.0,0.05,0.02,0.0,0.0,0.03
741,Tuğba Yurt – Geliyo Geliyo,"neyden çekiniyorsam günlerdir beni her sabah arıyor
güller kelebekler yollarda ziller bana çalıyor
nasıl tutuşmuşsam aklım hepten bir karış havada
yansın yanacaklar sorumluyum olacaklardan
biliyorum o da hissediyor benimle aynı havayı soluyor
bence şimdi tam da vakti söylemeli tatlı gerçekleri
geliyo geliyo benim ki geliyor
çaktırma normal davran ayarsızım bilmiyor
allahım çok güzel bir de bana özel
ne hayaller kurdum ben ona dair bilmiyor
",pop,0.08,0.28,0.11,0.06,0.06,0.0,0.0,0.03
742,Tuğba Yurt – Taş Yürek,"açmıyor kalbim eskisi gibi
aç susuz kaldı senden sonra
kuytulara karıştı masumiyet
ben sevmeyi göze aldım zararına
canımdaki saflığı benden aldın götürdün
dağıta dağıta
sen tabi ki iyisin gökyüzümü üzdün
kuruta kuruta
beni sevmen neden bu kadar zor
bir kalp aşktan ölürken diğeri sadece dekor
zaman yoruyor ama bir şekilde geçiyor
sendeki taş yüreğe artık kimse ağlamıyor
",pop,0.09,0.26,0.07,0.07,0.04,0.0,0.0,0.0
743,Tuğba Yurt – Çürüdüm,"yazdım çizdim vallahi bezdim canımdan
kanımı kuruttun beni sen delirttin bir çekil yolumdan
bir dediğin bir dediğini tuttu mu bir gün sözün söz değil
biri kalk gidelim diyor diğeri otur gözün göz değil
senin yüzünden
başım ağrıyor saçım ağarıyor çürüdüm
i̇çim ağrıyor dışım ağrıyor çürüdüm
yanım ağrıyor canım ağrıyor çürüdüm
oram ağrıyor buram ağrıyor çürüdüm
yazdım çizdim vallahi bezdim canımdan
kanımı kuruttun beni sen delirttin bir çekil yolumdan
ufak ufak ufak ufak geldiler halim hal değil
kalbi hadiselerden dolayı mesele mal değil
",pop,0.1,0.41,0.07,0.02,0.0,0.0,0.01,0.01
744,Selçuk Şahin – Kıymet,"boşuna geçmiş zaman
seninle olan her şey yalan
senden kalan bu hasar
yakacak içimi azar azar
yavaş yavaş
senden kalan acılarla
gidiyorum uzaklara
paramparça yana yana
bilmedin sen
kıymet bilmedin
görmedin hiç
aşkımı sevgimi sen
",pop,0.08,0.17,0.2,0.06,0.0,0.0,0.0,0.0
745,Ebru Polat – Anlayacaksın,"i̇stemesen de dostlar sorar
benden konuşacaksın
evde her eşya sana delil
aleyhime mi kullanacaksın
sevişirken başkasıyla
benim kokum odanda
aynalarda yansımam belirir
geçemezsin uykulara
tutulmadı vaatler
nerede o sözünün eri
seni vurduğunda yeminler
yıkanırsın elimin kiri
hangi aşk vazgeçilmez demiştin
hangi ten unutulmaz
benimki unutulmaz anlayacaksın ağlayacaksın
",pop,0.08,0.3,0.06,0.02,0.02,0.0,0.02,0.02
746,Tuğba Yurt – Vurkaç,"dağılmışım toparlarım tek tek
yanılmışım zamanla geçer elbet
her gidişin sırtımda bir kırbaç
sende oyunun kuralımı vurkaç
oynarız erinmeyiz evelallah
korkular bizde oyuncak oldular
kaç bahar gelip geçti göğsümüzden
yok oldu hatıralar
seni kendime yar diye mi
ateş olup üzerime yağ diye mi
derman derdin kollarında
ellere kal diye mi sevdim
",pop,0.06,0.18,0.1,0.08,0.0,0.0,0.06,0.02
747,Zakkum – Güneşimi Kaybettim,"dün akşam yüreğimden
çıkarttım anıları
yaşadım bir yangın gibi
i̇çimde acıları
ben benden geçtim ama
bir senden vazgeçemem
dokunulmazımsın benim
yüreğime hükmedemem
güneşimi kaybettim
gözlerini görmem gerek
yaşamaya dönmem için
hasretini silmem gerek
",pop,0.09,0.27,0.0,0.0,0.03,0.0,0.0,0.03
748,Bilal Sonses – Neyim Olacaktın?,"nerde o güzel günlerim nerde
bi’ gülüşün vardı ya devaydı her derde
geçmez dediğim ne varsa hayatta
hepsi geçti gitti de artık sende gelme
yazık çok yazık beni hiç haketmemişsin be
şimdi kendime bir hayat kurdum
neyim olacaktın bak neyim oldun
dindi gözlerim bir hayal kurdum
seni bulacaktım bak sizi buldum
sormam seni bir başkasına
koyma yerime kimseyi…
",pop,0.12,0.32,0.03,0.08,0.03,0.02,0.0,0.03
749,Çağan Şengül – Benimle Kal,"yüzün eski bir şiirdir
çok kez yazılmış
üstü karalanmış
sevilmek bir savaş değil mi
çok yalan bulaşmış
defalarca yara almış
yine de arıyorsam seni
hükümsüzlüğün hakimiyim
bile bile öleceğini
sever mi her kalp katilini
durur zaman
benimle kal bu akşam
beni sen vur
sen öldür
beni sen büyüt
sen döndür bu hayata
uyur yaram derinde bak kanatma
beni sen koru
beni sen sakla
beni sen kül et ya da hiç yakma yüreğimi
durur zaman
benimle kal bu akşam
uyur yaram derinde bak kanatma
",pop,0.05,0.28,0.01,0.05,0.03,0.0,0.03,0.04
750,Ayçin Asan – Bozuyorum Yeminimi,"bitti güvenim hakkın olamaz bu aşk senin
çaban boşuna bitmedi yalan sözlerin
gelmiyor içimden dur demek sana
gönüllü gidişine ah yolun açık ola
gelmiyor içimden kal demek sana
bozuyorum yeminimi güle güle aşkım
ah… gelemedim görmemezlikten sitemleri
yediremedim gururuma ihaneti
ya seni ya kendimi terketmeli
yeter yeter gelemedim görmemezlikten sitemleri
yediremedim gururuma ihaneti
ya seni ya kendimi vuracağım çek git
",pop,0.05,0.28,0.05,0.03,0.07,0.0,0.0,0.0
751,Zeynep Bastık – Kalmadı,"söz söz verdim ben bir daha asla
sevmem diye yemin ettim ben
çoktan beri tuhaf duygularda
sordum askı ve
korkuyorsam bir nedeni var elbet
ateş yaktığı yerde dert
sen bunları duymadın farzet
bendeki izlerini takip et
benim aska inancım kalmadı hiç
sorma sorma
beni ellere verdin utanmadan hiç
bozma bozma keyfini
söz söz verdim ben bir daha asla
sevmem diye yemin ettim ben
çoktan beri tuhaf duygularda
sordum askı ve
korkuyorsam bir nedeni var elbet
ateş yaktığı yerde dert
sen bunları duymadın farzet
bendeki izlerini takip et
benim aska inancım kalmadı hiç
sorma sorma
beni ellere verdin utanmadan hiç
bozma bozma keyfini
",pop,0.11,0.16,0.06,0.1,0.02,0.0,0.0,0.0
752,Jehan Barbur – Kusura Bakmasınlar,"kusura bakmasınlar ama bütün bu yıllar benim
i̇çeri doğru indikçe durmaksızın derin
kusura bakmasınlar ama bu yıkık hayat benim
i̇çime doğru döndükçe yeri gelir içerim
ayıbın yolu kayıp sövmeyin sessizce
dilimin kemiği kırık durmayın üstünde
ayıbın yolu kayıp gelmeyin üstüme
bu dilin kemiği kırık durmayın sözünde
kusura bakmasınlar ama bütün bu aşklar benim
sayıca fazla tamam sayamıyor ellerim
yüzüme gülmüş biri hafif kırıktır düşleri
diye diye döndü sonra tek bir günün gecesi
yaşamak böyle güzel hafif bir suda gibi
yatıyorum rüyaya uyansa benimle biri
yaşamak böyle güzel şeffaf bir yolda gibi
uyanırım rüyaya uyusa benimle biri
kusura bakmasınlar ama bütün bu yanlış benim
sayısı fazla ama sayamıyor dillerim
kusura bakmasınlar ama bu yıkık hayat benim
dışarı doğru döndükçe yeri gelir söverim
ayıbın yolu kayıp sövmeyin sessizce
dilimin kemiği kırık durmayın üstünde
ayıbın yolu kayıp gelmeyin üstüme
bu dilin kemiği kırık durmayın sözünde
",pop,0.08,0.17,0.18,0.04,0.04,0.0,0.0,0.01
753,Akın Zurnacı – Benim Olsun,"yarim bu dünyama
gelseydim yeniden
adına sevdama
vazgeçemem senden
kalbimin içinde
bir cennet gibisin
ölüm olsan bile
benden gidemezsin
kalbimi iste al senin olsun
dünyan benle yar ile dolsun
allahtan tek dileğim var
ömrün benim yar benim olsun
kalbimi iste al senin olsun
dünyan benle yar ile dolsun
allahtan tek dileğim var
ömrüm senin yar benim olsun
yar benim olsun
yar
yarim bu dünyama
gelseydim yeniden
adına sevdama
vazgeçemem senden
kalbimin içinde
bir cennet gibisin
ölüm olsan bile
benden gidemezsin
kalbimi iste al senin olsun
dünyan benle yar ile dolsun
allahtan tek dileğim var
ömrün senin al senin olsun
kalbimi iste al senin olsun
dünyan benle yar ile dolsun
allahtan tek dileğim var
kalbin benim yar benim olsun
yar benim olsun
yar
kalbimi iste al senin olsun
dünyan benle yar ile dolsun
allahtan tek dileğim var
ömrün senin yar senin olsun
yar
",pop,0.07,0.26,0.07,0.06,0.04,0.0,0.0,0.0
754,Orhan Ölmez – Sen Bilirsin,"sen bilirsin
kimlerle yol alacaksın
kimlerle yaşlanacaksın
kimlerle öleceksin
sen bilirsin
sen bilirsin
hangi nehirde yüzeceksin
hangi çölde yeşereceksin
hangi toprağa düşeceksin
sen bilirsin
seni seven kalbim
okyanus kadar derin
i̇ster girip yüzersin
i̇ster bakıp geçersin
gönül bahçem senin
yine de sen bilirsin
i̇ster ekip biçersin
i̇stersen harca gitsin
seni seven kalbim senin
okyanus kadar derin
i̇ster girip yüzersin
i̇ster bakıp geçersin
gönül bahçem senin
yine de sen bilirsin
i̇ster ekip biçersin
i̇stersen harca gitsin
",pop,0.01,0.27,0.09,0.08,0.03,0.0,0.0,0.11
755,Sezen Aksu – Muhabbet Kuşları,"ay kapı çaldı
bir gelen mi var
beklemedeyiz
ben ve hatıralar
yok öyle geldi
sessizlik bağırmıştır
çok zaman geçti
yok artık o eski komşular
muhabbet kuşları değil mi bu öten
kızılcıklar oldu
bu kaçıncı tren
vay anam anam anam
unutulduk
defter aralarında kurutulduk
",pop,0.11,0.19,0.16,0.02,0.02,0.02,0.05,0.02
756,Fettah Can – Kalakaldın mı?,"elimden gelen bu
ardına koymayanlardanım
baktığın yerde değil
bakmadıklarındayım
yalnızca bir an meselesi
aklının ücrasıyım
dön demek hakkım sandığın değil yandığınım
sınandın mı en sevdiğinle
i̇çin yana yana hiç ayrıldın mı
bir kelime etmeden göz göze gelmeden
gerçek mi diyemeden
kalakaldın mı
",pop,0.14,0.26,0.05,0.12,0.02,0.0,0.1,0.05
757,Onur Şan – Hadi Ben Kaçtım,"acaba uyusam sensizlik çabuk mu geçer
ayrılık mirasım tek varisi benmişim halim beter
sen uyu rahatça bu fakir hasadını biçer döver
hadi ben kaçtım uyumaya
uyuya uyuya seni unutmaya
aşk yükünü sırtlana sırtlana
seni raflara kaldırmaya
bir de ninni tuttururum
eee benim yaşlı gözlerime
bu da gelir bu da geçer
bir dahakine aşkı unuturum
",pop,0.09,0.17,0.13,0.04,0.06,0.02,0.02,0.0
758,Ebru Keskin – Kelepçe,"yıktın duvarlarımı öremiyorum
sende zerre kadar aşk göremiyorum
yeniden sever mi kalbim
hasretinle biter mi harbim
onca yalanlarına
tahammül edemiyorum
yüreğime vurdum kör bi kelepçe
sana geri dönmeme var mı gerekçe
ayrılık kararım bu da dilekçe
sana geri dönmüyorum
",pop,0.12,0.21,0.05,0.08,0.03,0.0,0.08,0.03
759,Karsu – Eller Gibiyim,"bütün bunlar yalan olsa bir anda
ayrılığı görmüş olsam rüyamda
terkedilmiş evler gibiyim
odalarım boş
sofam ıssızpencere körduvarlar bomboş
eller eller eller
eller gibiyim
kendisine sarılmış seller gibiyim
sanki yağmalanmış yerler gibiyim
şimdi neresi sıla neresi gurbet
bütün günler gece oldu bir anda
gonca gülle soldu aynı zamanda
terkedilmiş evler gibiyim
odalarım boş
sofam ıssızpencere körduvarlar bomboş
",pop,0.1,0.25,0.12,0.04,0.0,0.0,0.0,0.07
760,Engin Eren – Aşk,"hadi söyle
onu severken beni de mi sevdin
bu nasıl kalp böyle
bir yürek iki can için mi atar
yüreğim yanar
bu aşk seni de beni de yaralar
zaten
kaç kişi kaldı aşka sadık olan
gerçeği bulup da mutlu kalan
kör müydü gözlerim
hadi be çek git
yalandı sözlerin aldattı gözlerin
bulamıyorum artık bir çıkış yolu
herhalde geldik işte yolun sonu
koydum oraya bavulunu al git
bitti sayende aşk oyunu
",pop,0.08,0.19,0.11,0.07,0.06,0.04,0.04,0.0
761,Merve Gündoğdu – Kutla,"güneşini bulutunu aldım yanıma
uçuyorum konuyorum gökyüzünün dalına
uzandım yanına masalımı yaşıyorum
üzüntümü kederimi koydum kapıya
çekiyorum çıkıyorum yolculuk yarına
i̇nandım ben sana koşar adım geliyorum
asık yüzüm çatık kaşım ele güne dik bakışım
beni böyle seve seve değiştirdin başarını kutla
yalanı da dolanı da kovdum
sonunda doğrusunu da buldum
yüreğime bi şöyle sordum
seni seviyor seni seviyor
kaçanı da göçeni de gördüm
sona varıp hep en başa döndüm
bugünüme bi baktım güldüm
beni seviyorsun beni seviyorsun
üzüntümü kederimi koydum kapıya
çekiyorum çıkıyorum yolculuk yarına
i̇nandım ben sana koşar adım geliyorum
açık sözüm ve küfürüm hayatla kavga gürültüm
bana iyi gele gele yatıştırdın kendini kutla
yalanı da dolanı da kovdum
sonunda doğrusunu da buldum
yüreğime bi şöyle sordum
seni seviyor seni seviyor
kaçanı da göçeni de gördüm
sona varıp hep en başa döndüm
bugünüme bi baktım güldüm
beni seviyorsun beni seviyorsun
",pop,0.02,0.29,0.04,0.07,0.08,0.0,0.0,0.05
